;QED;MolWt;NumRotatableBonds;TPSA;NumHAcceptors;NumHDonors;Activity
0;0.15723372307797087;591.7500000000002;17;188.95;8;6;0.0
1;0.08231332345172007;778.1140000000001;24;174.96;9;6;0.0
2;0.15296761722543403;636.9000000000001;19;145.85999999999999;8;5;0.0
3;0.1441270515020949;619.8040000000003;18;188.95;8;6;0.0
4;0.15882822609828975;654.8710000000002;18;180.0;9;5;0.0
5;0.4847345044156902;150.22099999999998;0;17.07;1;0;0.0
6;0.18250602820522666;591.7990000000001;16;86.78999999999999;5;1;0.0
7;0.4000182594946105;368.4290000000001;7;61.81;5;0;0.0
8;0.5458513994143424;286.23900000000003;1;111.13000000000001;6;4;0.0
9;0.21397401852391693;519.6830000000003;17;144.83;5;5;0.0
10;0.8160808116194311;320.481;5;70.72;4;2;0.0
11;0.49928404405164223;420.4610000000002;3;100.13000000000001;6;3;0.0
12;0.12524054374493068;621.8290000000002;16;138.83;7;3;0.0
13;0.4327941448569917;338.4030000000001;6;52.58;4;0;0.0
14;0.10573129557081909;690.8830000000002;20;218.04999999999995;9;7;0.0
15;0.6884760136552152;334.32400000000007;5;102.27000000000001;7;2;0.0
16;0.16557151522473668;711.8850000000001;13;148.15;7;4;0.0
17;0.1103811215927654;722.0060000000002;21;174.96;9;6;0.0
18;0.7834157528576912;356.4290000000001;3;71.58;4;1;0.0
19;0.15649046316122217;588.6830000000001;15;172.24999999999997;11;5;0.0
20;0.730243310364833;420.5980000000002;5;88.23;5;1;0.0
21;0.2265419698206521;481.6410000000002;14;105.54999999999998;7;5;0.0
22;0.6872883462578999;416.6100000000003;7;79.0;4;1;0.0
23;0.4327941448569917;338.4030000000001;6;52.580000000000005;4;0;0.0
24;0.11825717299469664;787.9830000000002;15;148.15;7;4;0.0
25;0.6787816046692768;428.87600000000026;2;105.56000000000002;6;3;0.0
26;0.6787816046692768;428.87600000000026;2;105.56000000000002;6;3;0.0
27;0.5173356561533681;409.27300000000014;5;105.81000000000002;4;3;0.0
28;0.730243310364833;420.5980000000002;5;88.23;5;1;0.0
29;0.6499784899175377;322.4150000000001;5;83.98;6;2;0.0
30;0.15649046316122217;588.6830000000001;15;172.24999999999997;11;5;0.0
31;0.18200151477914747;577.7230000000003;15;188.95;7;6;0.0
32;0.1827241118424707;563.6960000000003;14;188.95;7;6;0.0
33;0.18200151477914747;577.7230000000003;15;188.95;7;6;0.0
34;0.15723372307797087;591.7500000000002;17;188.95;8;6;0.0
35;0.11825717299469664;787.9830000000002;15;148.15;7;4;0.0
36;0.7430817631420682;385.46700000000016;4;67.92;4;1;0.0
37;0.25649147636920105;425.533;11;116.41;6;6;0.0
38;0.6904827647232669;390.5720000000002;8;79.0;4;1;0.0
39;0.6699228640847548;404.5990000000002;8;79.0;4;1;0.0
40;0.5159831292029442;456.5680000000001;8;119.38999999999999;7;1;0.0
41;0.2013007584468809;602.7100000000002;15;169.08999999999997;10;4;0.0
42;0.43475224023404746;434.3270000000002;4;108.61000000000001;3;4;0.0
43;0.43419044029909815;302.23800000000006;1;131.36;7;5;0.0
44;0.31008975715084097;372.2850000000001;2;149.07;9;6;0.0
45;0.4169792989382066;448.35400000000027;4;108.61000000000001;3;4;0.0
46;0.6608092740606685;430.6370000000003;7;79.0;4;1;0.0
47;0.36359438862746946;374.30100000000004;4;160.07;9;7;0.0
48;0.41267670979187693;445.31000000000006;5;114.4;5;3;0.0
49;0.18788172481373078;621.8670000000003;18;133.63;5;4;0.0
50;0.4842715261369672;452.54700000000025;8;85.22;6;2;0.0
51;0.49928404405164223;420.4610000000002;3;100.13;6;3;0.0
52;0.0937927017447886;764.0870000000001;22;174.96;8;6;0.0
53;0.0937927017447886;764.0870000000001;22;174.96;8;6;0.0
54;0.0937927017447886;764.0870000000001;22;174.96;8;6;0.0
55;0.5559702649820925;352.369;4;93.51;3;2;0.0
56;0.16773522913902084;697.8580000000002;13;148.15;7;4;0.0
57;0.7607311337395285;376.8470000000001;3;71.58;4;1;0.0
