ID_REF,Control_1,Control_2,Control_3,Control_4,Treated_1,Treated_2,Treated_3,Treated_4
203707_at,520.5,169.3,301.4,149.1,293.7,306.4,396.3,355.2
203708_at,1595.3,1094,1817.7,661.3,709.2,814.6,2916.9,1180.7
203710_at,1512.9,2911.8,2934,482.6,820.3,1184.7,951.3,2026.4
203711_s_at,508,638.7,316.1,1031.1,915.6,364.9,791.8,445.9
203712_at,1106.7,1128.8,795.5,1070.3,783.6,726.8,394.4,484.9
203714_s_at,720.4,371.1,1064.1,845.2,836.6,1036.7,1249.4,950.9
203718_at,867,159.6,379.9,580.4,191.6,65.4,418.8,348.2
203719_at,3622.9,850.7,3372.3,882.4,1118.2,2732,992.8,2916
203721_s_at,256.1,1169.2,550.6,53.4,457.4,564.2,248.3,362.1
203724_s_at,2809.5,2149.8,608.7,1093.5,692.8,1500.9,542.4,1374.4
203725_at,1536.9,1834.6,1726.2,1130,1563.5,898.6,3425.3,2752
203730_s_at,321.3,233.2,397.6,446.4,308.1,443.6,181.4,492
203731_s_at,1343.5,779.1,1203.2,1043.4,919.9,1410,1503.7,396.8
203732_at,1557.7,474.9,186.7,88.8,720.5,467,224.5,442.1
203735_x_at,5532.7,4711.5,6112.5,5441.1,5347.3,7689.8,7695,3497.6
203736_s_at,613.5,652.8,637,557,375,1069.8,414.3,333.2
203739_at,232.5,251.6,179.3,641.4,457.4,130.1,83.9,208.8
203740_at,1797.7,2477,1553.2,1487.3,1027.4,1605.6,2359.3,1517.4
203741_s_at,647,759.8,339.6,374,1031.4,792.4,569.7,800.8
203743_s_at,1234.7,2656.7,1510,1706.7,1392.1,1039.8,1239.4,978.9
203744_at,1169.8,1844.8,1115.1,689.6,1461.2,999.1,863.3,1903.4
203745_at,1900,1899.9,2854.6,2083,648,1225.6,945.7,1041.8
203752_s_at,111353.6,82970,122674.1,122792.3,72553.7,118270.2,136057.6,48694.3
203753_at,19031.4,15253.6,20893.2,9893.4,13426.8,19799,16843.7,16316.5
203763_at,466.7,437.5,214.8,67.3,297.7,300.8,34.7,344.5
203765_at,6246.6,5555.9,3528.6,4261.3,6573.8,5125.6,5717.4,3951.2
203768_s_at,753.8,117.8,85.4,255.6,321.3,82.7,216.5,218.7
203769_s_at,1608,801.3,635.2,851.7,426.8,296,246,469.6
203771_s_at,386.6,464.7,378.2,489.5,477.8,201.7,238.4,356.4
203774_at,618.4,800.1,458.9,183.6,564.4,493.7,303.9,1704.1
203781_at,1321.8,1192.3,1329.2,1553.5,1372.3,2969.1,1166.8,1313.8
203786_s_at,1222,1797.5,1964.6,1748.1,1793.6,1952.1,1341.8,2203.3
203787_at,4073.7,3505.4,4925.3,2123.8,4395.2,4833.1,2606.8,3525.3
203788_s_at,775.5,408.6,360.5,709,361.1,449.5,292.1,931.1
203789_s_at,605.6,420.6,273,943,189,217.4,302,228.5
203791_at,1000,1302.8,1631.7,471.1,1158.5,1754,521.5,2015.6
203794_at,2652,1769.4,1432,2721.3,1401.9,3939.9,1902.4,1164.7
203796_s_at,1041.5,1353.3,1101.6,679.1,772.9,1285.2,1184.8,1252.9
203797_at,17518.7,24279.7,14778.1,16739.1,6064,11050.6,11207.8,8289.5
203798_s_at,21358.6,46279.3,45579.4,31990.3,18615.1,26888.7,15123.2,22136
203799_at,584.2,150.8,120.4,541.7,655.9,465.4,437.2,1304.7
203800_s_at,635.1,562.5,462.7,773.1,705.3,766.5,561.9,518.8
203801_at,1074.8,1166.4,938.8,1155,1533.2,1713.9,1790.3,2921.3
203804_s_at,10021.3,11719,15954,18038.2,10526.4,15000.9,20252,14971.3
203808_at,293.2,204.3,536.5,663.4,702.9,377.7,757.9,186.8
203810_at,471.9,1997.1,1548,1327.3,893,943.4,1254,1019
203811_s_at,1483,1928.9,786.8,916.3,857.9,718.7,2724.3,1196.1
203817_at,1008.7,922.8,784.7,1064.7,126.5,440.5,187.5,602.5
203827_at,350.2,451.8,1105.6,154.1,610.8,958.9,364.9,952.9
203831_at,7780.9,7958.3,9248.7,7983.1,5794,6582.2,5069,5276.1
203832_at,859.8,458.9,273.7,421.3,1074.3,693.3,381,777.4
203834_s_at,753.5,582.5,720.6,2000.4,1639.4,884,233.9,892.2
203836_s_at,913.2,1106.8,741.9,1263.8,1171.7,1115.2,790.3,1930.5
203837_at,1730,1730.9,1886.8,2951.5,1548,2966.5,2787.5,1369.7
203838_s_at,928.7,484.9,602.2,971.6,651.5,2146.2,1692,523
203841_x_at,804.6,802.1,1058,807.2,441.9,217.7,550,809.5
203842_s_at,1710.7,1356.8,2276.6,2194.7,3618,5070.9,3012.8,1751.7
203844_at,505.5,137.2,179.9,569.1,298.3,406.2,745.8,162.6
203846_at,580.3,379.9,238.4,300.4,536.4,431.4,272.5,624
203849_s_at,1033.1,1927.6,1505.5,1285.5,1924.6,1198.1,927.3,1056.9
203851_at,250.4,128.5,300.8,334.3,352.1,294.9,762.2,192.2
203852_s_at,1537.6,2776.2,1910,1235,1959.2,2016.5,1274.1,2678.8
203855_at,3360.8,3142.6,2819.6,2320,1864.4,1148.2,1477.7,2730.8
203856_at,2242.3,1151.2,642.8,1584.4,485,1052.7,1341.1,781.3
203862_s_at,1896.7,1631.1,1426.5,636.3,992.8,1186.7,313,2420.8
203864_s_at,533.2,499.8,274.1,523.4,208.7,303.9,260.8,193.1
203869_at,1287.1,1386.9,979.9,1086,1283.6,1455,2515.8,1267.2
203870_at,325.4,1960,233.8,659,430.3,1126.5,735.7,350.9
203871_at,451.7,326.9,534.1,667.9,297.8,532.8,367.6,399.1
203873_at,1884.3,1947.4,2704.8,2117.8,1669.3,2714.3,1486.7,1739.5
203874_s_at,2110.8,1847.5,467.9,1247.4,1125.8,1170.4,1002.5,401.3
203875_at,14311.2,11156.5,10100,16218.7,9976.3,29339,13426.9,6383.1
203880_at,312.3,483.7,584.1,885.2,638.1,754.4,824.6,454.4
203881_s_at,1497,1681.8,709,1098.4,1231,992.2,917.5,1443.2
203882_at,717.4,484.5,612,840.4,377.1,591.7,142.7,324.3
203883_s_at,309.8,668.7,376.2,256.4,201.1,255.3,251.6,444.4
203885_at,8206.3,5588.1,4200.2,7619.2,8254.1,6290.4,6607.6,7937.7
203889_at,10616.4,22942.4,12919.9,4058.4,3510.7,3100.9,4771.5,14949.4
203891_s_at,1529.2,372.5,328.5,1168.7,337.7,796,1013.2,391.7
203897_at,417.4,688.4,580.4,233.5,712.3,347.2,141,765.7
203903_s_at,215.1,327.5,627,436.4,958.2,1098.8,177.9,598
203905_at,445.1,511.6,1333.7,486.7,408,327.6,424.9,338.3
203908_at,553.1,375.9,264.3,482.2,601.8,358.4,296.7,790.7
203909_at,5325.9,6116.6,6711,7975.2,3405.6,5944.3,2620,3803.7
203910_at,238,421,948.2,785.7,345,918,365.8,183.3
203911_at,839.2,1587.5,2103.2,1038.5,797.1,392.5,702.9,1398.7
203912_s_at,451.6,409.4,161.6,202.5,40.9,178.4,277.4,343.6
203917_at,566,1136,1288.1,460,686.6,558.4,960,1079.6
203919_at,383.8,424.8,367.4,881.6,926.2,800.7,476.9,474.9
203921_at,658.3,1129.5,925.2,689.7,678.6,338.3,695.9,890.7
203923_s_at,2486.8,473.8,686.8,4083.2,1363.3,589,418.2,1292.2
203928_x_at,1265,475.6,1224.7,1012.5,986.6,660.6,576.6,590.9
203929_s_at,9601,4938.5,8604.9,11112.1,3444,4437.7,11389.1,5727.3
203930_s_at,900.7,674.6,459,1366.6,357.5,64.6,407.7,240.3
203933_at,587.3,199.5,333.6,487.9,237.4,645.4,688.4,115.7
203940_s_at,623.9,609.5,1098.7,1011.8,1644.2,244.5,1586,1818.5
203943_at,442.1,285.9,413.4,461.6,430.4,294.4,504.8,615.5
203945_at,2678.8,2075.2,1825.8,88.7,1893.5,865.8,1698.8,2297.2
203955_at,1066.9,266.3,60.3,872,327.5,507.4,530.7,366.4
203956_at,1786.1,4606.4,9173.2,5419.2,3636.8,10001.2,11337.1,3521.4
203961_at,4565.3,4412.5,4548.1,2443.3,5807.2,5278.5,4153.9,6407.1
203962_s_at,1643.3,1808.9,1453.6,775.2,2393.1,1469.2,1305.8,1597.8
203966_s_at,1283.2,2376.6,1156.9,1146.3,1087.7,1010.7,615.1,1279
203970_s_at,913.1,1090,793.2,59.5,625.4,746.7,908.5,791.8
203971_at,1526.2,844.2,2359.1,240.9,1506.4,1089.7,1724.5,1052.6
203972_s_at,466.9,337.7,688.4,340.4,257.1,191.1,390.4,683.8
203973_s_at,1009.3,1970.5,2379.3,1421.2,929.4,1873.7,2154.2,1802.2
203983_at,6648.3,7679.2,4691.6,2347.7,2848.8,3848.8,3445.5,10768.1
203996_s_at,4420.1,2266.6,4078.1,1254.8,4121.8,5877.9,2716.5,2991.8
203998_s_at,9596.6,6463.5,6202.2,4765.5,2022.4,3791.3,3598.9,9217.3
203999_at,6873,10592.8,6752,3942.7,2028.2,4985.3,2040.2,5702.9
204000_at,2899.5,2842.3,1438.1,2425.2,1496.2,1596.5,1494,1301.2
204001_at,2003,1018.6,1011.5,1100.1,699.8,2201.7,1128.1,1044.4
204005_s_at,911.3,455,574,647,573.7,386.8,475.6,402.9
204007_at,184.2,225,229.2,281.7,250.7,245.4,474.9,245.8
204009_s_at,4172.2,4444.7,2828,4014.8,3088,5406.5,2751.5,2361.9
204010_s_at,2835.9,2465.3,1849.9,2173,1490,1963.6,4267.8,1144.6
204011_at,465.2,453.2,495.2,588.4,305.8,242,94.3,279.5
204019_s_at,753,1003.8,699,529.9,1833.4,1101.3,1913,1280.4
204020_at,6758.1,8804.2,6427.5,8542.2,5949.9,10555.4,9058.8,7363.7
204023_at,433.3,675.1,442.8,286.7,492.5,37.5,504.1,267.7
204028_s_at,2628.5,2822.4,3231.2,1758.2,2633.3,1789.4,3123.1,2473.2
204029_at,812.3,1514,2440.6,2833,1536.2,938.8,3290.2,1566.1
204030_s_at,5335.4,8530.4,6602.4,5185,5141.5,3553.1,3898.3,6656.1
204031_s_at,599.6,512.8,718.5,939.1,701.7,790.2,536.7,977.3
204032_at,141.4,19.1,296.4,101.3,17.1,91,165.5,73.5
204035_at,2519.7,1819.6,1020.3,593.5,1005.3,747.5,261.3,870.8
204036_at,386.8,1016.6,228.8,551.3,476.8,281.8,224.1,1027.1
204037_at,20061.6,12280.1,8788.7,8927.2,24533.2,17328.9,31830.1,13233.3
204038_s_at,576.7,741.6,540,887.4,1378,647.1,1200.6,736.6
204039_at,180.9,340.3,331.9,392.6,179.1,453.6,582.9,308.1
204041_at,1779.9,1180.3,1541,1842.7,2480.1,2321,1738.2,2881.6
204042_at,1505.9,1648.9,332.1,1277.2,1338.5,1230.3,1497.6,1144.7
204045_at,940.1,775.2,958.7,461.2,393.7,904.2,618.9,398
204050_s_at,12956.4,14283.3,11851.8,11197.7,10726.9,10482.8,7738.5,11047.5
204053_x_at,2138.8,1151.7,1194.2,1655.4,1781.7,1330.5,1133.4,1634.5
204054_at,851.4,1274.5,938.3,762.1,1277.4,529.7,265.2,855.9
204058_at,179.4,488.1,399,320.4,188,265.3,544.6,344.3
204062_s_at,1927.1,1778.7,947.7,550.3,1996.6,1595.2,1227.1,1838
204063_s_at,2121.2,1694.5,972.8,728.6,1905,705.4,1376,1611.6
204066_s_at,3085.8,2047.8,2126.4,2365.9,1346.1,1162.7,1847.9,2122.2
204068_at,294,297.1,527.2,907,695.3,616.1,452.7,516.1
204069_at,566.2,634.5,284.8,145,566.6,409.2,28.6,101.6
204070_at,664.3,353.5,422.1,725.4,680.7,367.6,457,732.8
204071_s_at,654.6,927,607.5,648.6,1607.6,1290.4,1576.7,1594.6
204072_s_at,2530.6,3721.1,1079.8,3034.1,795.4,1570.5,944.5,2526.2
204075_s_at,2139.7,953.8,583.2,867.8,947.4,2019.2,1172.3,817.8
204076_at,1013.7,1059.2,922.6,102.3,517.4,546.8,262.6,573.9
204077_x_at,603.3,415.3,132.2,922.8,439.1,348.6,760.7,422.5
204079_at,1482.9,1993.4,2913.6,1552.9,1329,1665.1,1715.2,1147
204081_at,1901.4,3652.2,2898.7,1649.9,1478.6,1327.8,3881.6,1370.4
204083_s_at,1436.3,1257.9,2583.2,2010.2,2777.2,1577.6,356.4,992.2
204084_s_at,664.3,521.8,614.9,265.1,490.9,861.1,463,810.4
204091_at,1707.5,3053.2,1615.5,552.3,4167,1600.3,2266.9,2991.6
204093_at,954.4,1211.4,1402.2,1639.8,1073.4,1249.6,624.6,1151.7
204094_s_at,5926,5883.2,7507.1,7437.4,4016.2,4393,6548,3838.8
204097_s_at,1487.9,504.9,915.9,828.6,737.3,1249.9,832.2,1027.4
204102_s_at,693.5,1433.2,1125.3,1136.5,1800.2,676.3,891.3,1252.5
204105_s_at,5211.8,5875.4,5258.9,2471.7,2556.7,4404.8,4045.9,7455.7
204108_at,1080.5,876.7,739.9,1329.6,1156.8,634.8,1798.5,484
204112_s_at,524.8,395.9,341.7,793.8,684,677.9,299.9,438
204113_at,5684.9,5110.6,4234.1,3466.6,4660.8,4071.3,9135.6,1952
204117_at,492.4,94.1,156.5,102.7,96.1,228.8,79.5,262.2
204120_s_at,286.8,277.8,231.2,206.4,201.3,256,192.6,191.6
204127_at,488.3,226.1,365.2,292.3,486.1,8.5,73.1,766.6
204129_at,1164,610.9,650.1,376.8,814.4,944.2,501.9,821.2
204131_s_at,1956.1,1544.4,2574.3,1224.7,1304.9,682,10374.9,4784.7
204135_at,553.4,615,680.9,917.1,629.5,796.3,894.7,424.5
204136_at,715.9,950.5,1107.8,1038.8,1110.3,1178.8,929.2,623.4
204137_at,1938,955.5,343.9,268.7,1224.7,1830.2,2745.5,1141.4
204141_at,99999.3,95784.8,79457.9,83540,38295.9,60311.4,52937.3,61539
204143_s_at,297.2,226.1,134.8,268.9,175.6,56.7,425.7,199.6
204145_at,1280.5,1709.7,2104.3,719,1431.7,2184.6,675.9,1333.2
204151_x_at,648.2,245.9,34.2,1008.5,126.5,1301.9,469.5,614.1
204154_at,3527.5,3861.4,1840,1015.9,1680.8,2330.9,1799.6,2794.2
204156_at,1435.7,2305.2,1739.4,1541.4,2425.8,1823,1187.5,2192.8
204157_s_at,649,768.8,417.3,105.3,606.9,271.5,175.9,960.3
204160_s_at,3819.6,2662.2,2299.7,1899.6,1953.7,1665.8,1892.8,3179.1
204165_at,27354.3,34360,23722.8,19076.7,11245.4,15190.5,12174.5,19946.9
204172_at,370.3,288.7,165.1,14.4,74.6,169.3,274.6,160
204173_at,1110.1,1118.1,1020.9,1852.3,923.7,1004.3,415.1,955.6
204174_at,455.2,329.1,404.4,787.4,252.7,576,344.5,158.7
204182_s_at,982.4,876.4,754.9,225,899.1,196.7,1583.4,992.7
204183_s_at,774.5,1237.2,1103.3,2034.7,807.7,1032.4,625.3,757.7
204184_s_at,1088,1754.6,2038.9,915.2,728.5,359.1,744,2573
204185_x_at,1562.2,1443.9,1084.1,1021.5,1153.3,1102.2,1241.2,917.3
204186_s_at,673,589.2,791.6,670.9,568.8,463.5,397.1,475.9
204189_at,502.4,167.8,391.9,410.3,377,315.3,76.9,103.3
204190_at,176.8,494.4,712.8,336.4,18.2,689.3,170.5,594.4
204195_s_at,485.8,564.6,366.9,324.9,196,347.4,1212.5,331.9
204196_x_at,1662.2,608.9,1682,2160.2,694.2,1215.7,1421.8,698.6
204201_s_at,273.3,526.9,345.1,190.7,593.3,640.1,648.9,400.8
204203_at,360.4,277.5,565.2,335.7,345.4,366.4,532.4,296.4
204204_at,400.5,554.7,46.1,85.4,268.6,380.7,46.4,500.5
204206_at,1908.2,2147.3,1893.4,3433.8,1308.8,1269.8,820.8,2706.3
204207_s_at,294,330.1,711.7,290.9,365.9,308.2,187.2,248.5
204210_s_at,410.2,568.5,721.8,175.3,584.5,234.6,413.3,335.8
204211_x_at,8076.2,11419,9599.5,13715.9,9595.6,20893.8,16755.8,7630.8
204215_at,327.7,630.1,246.9,672.5,605.4,143.1,199.8,283
204216_s_at,427.5,983,546,1104.6,949.1,555.5,377.6,1317.2
204219_s_at,1256,2090.2,1689.1,90.6,1742.4,1449.1,1333.7,1697.3
204223_at,552.5,604.9,520.2,750.1,350.8,840.2,643.5,299.2
204225_at,450.6,842.8,394.3,141.9,344.9,1190.5,321.5,651
204226_at,678.6,464.7,308.7,560.3,1072.9,125.6,272.8,371.4
204229_at,39602.6,30997.6,28301.7,47081.5,12493.5,18242.4,19506.1,19394.1
204230_s_at,8103.4,11632.3,9308.5,11807.3,4934.3,4837.5,6054.6,7527.3
204232_at,2578,964.6,1292.6,2170,731.3,969.2,1416.8,899.2
204234_s_at,803.2,547.1,626.2,414.4,508.6,154.5,5.3,723.7
204237_at,420.9,185.1,234.8,77.1,312,215,297,132.2
204239_s_at,3692,2118.9,2187.6,3703.5,1573.1,3085.7,3268,1727.4
204240_s_at,444,283.5,345.4,374.4,295,394,174,375.2
204241_at,422.6,781.7,554.1,1245.3,498.8,749.7,312.2,879.7
204243_at,1172.6,752.3,943.4,1159.4,1563.3,922.9,595,1149.3
204244_s_at,164.2,131.2,11.1,79.9,81.9,26.8,161.8,32.9
204245_s_at,620.6,566.3,741.2,569.9,344.1,466,481.8,903.1
204249_s_at,1078,1153.1,1783,1625.8,1058.2,1515.7,1458.8,1714.6
204256_at,1727.3,4765.9,3250.9,2604.5,1497.6,3036.9,1870.2,1248.4
204258_at,330.2,133.2,118.1,373.9,200.2,25.4,557.9,367.9
204260_at,1956.4,3816.4,3216.4,2511.9,1531.9,1305.1,2429.3,2567.7
204269_at,689.5,114.5,557,1139.3,397.2,342.2,802.3,180.9
204270_at,1203.3,2525,1830.9,1813.1,1911.9,1846.8,1250.6,1983.2
204273_at,265.5,298,367.1,355.3,386.4,336.1,429,482
204274_at,627.8,1451.7,468.3,237.7,584,962.2,597.6,568.7
204278_s_at,1043.4,1844,897.2,807.6,1323.3,2924.5,1401.2,2416.7
204284_at,1222.8,1372.5,1063.6,1579.6,2903,1652.3,1947.5,975.6
204287_at,1306,1985.1,1635.3,2389.8,1322.7,902.3,1087.4,960.2
204289_at,308.8,148.9,499.6,169.6,320,10.8,642.7,272.2
204291_at,275.2,338.8,158.8,114.7,129.5,101.9,153.3,265.6
204295_at,509.9,454.1,191.9,322.1,333.6,434.8,21.8,286.5
204297_at,1168.6,995.2,1094,430.2,565.1,803.2,263.9,816
204299_at,1087.3,1079.7,789.1,1144.3,934.4,771.2,663.9,730.5
204303_s_at,915.3,656.2,874.3,1109,789.7,891.5,963.4,626.2
204307_at,630.8,967.5,1212.1,200.4,699,1077.3,1984.7,884.4
204311_at,2911.1,1517.8,2307.2,4955.9,2651.8,1451.9,1462.6,2269.8
204313_s_at,459.2,551.8,304.5,500.5,933.4,455.3,395.6,748.9
204314_s_at,1121.8,218.3,298.4,328.8,326.4,330.7,217.9,274
204317_at,555.5,241.7,410,640.2,349,363.2,360.2,118.9
204319_s_at,832.1,467,731.8,1085.2,839.3,455.9,621.2,836.9
204321_at,6868.7,7727.3,6261.2,10910.2,7804.8,6541.9,6688.4,6991
204324_s_at,5790.4,3061.6,2962.5,2759.8,7640.1,4950.1,5062.3,4169.5
204325_s_at,2116.4,1698.7,1690.7,2364.1,1321.8,1257.2,703.9,1464.9
204326_x_at,604.5,2103.3,1227.8,1508.9,1487.3,3309.5,1369.8,2780.2
204327_s_at,333,412.7,408.1,331.6,562.7,505,384.5,714.1
204328_at,539.5,601.3,869.9,693,628.5,918.2,909.1,435
204334_at,809.2,768,941.4,1353.8,1582.3,1188.4,2435.6,1633.7
204337_at,2450.2,2832.2,1306.2,916.5,416.2,146.3,678.5,307
204338_s_at,2276.2,2447.9,1856.7,1555.8,1232.1,817.2,1391,492.1
204339_s_at,1819.2,959.4,857.8,99.7,672.3,295.6,944.3,359.1
204340_at,487.9,322.2,478.5,519,428.9,603.4,836.8,210
204341_at,389,1599.6,676.9,610.7,480.7,685.6,455,611.5
204345_at,2096.5,1021.5,1301.2,1610.6,959.7,1331.6,1352.4,847.6
204348_s_at,6530.9,6574.8,4403.7,4117.6,4817.2,11667.2,2993.5,5573.8
204349_at,1960.2,1871,573.6,487.2,909.1,2230.1,942.5,1712.2
204350_s_at,341,169.1,475.3,246.5,38,174.7,85.5,155.8
204354_at,695.6,1288,681.5,1576.1,627.6,1322.2,528.7,1189.2
204357_s_at,1346.2,1134.8,855.3,1589.9,505.4,619.8,1052.5,487.5
204359_at,2662.9,3606.9,2487.1,2998.8,2599.3,1412.1,3186.5,2155.3
204361_s_at,721.9,668.5,195.1,450.6,394.7,363.2,45.2,234.5
204362_at,559.4,1206.8,480.5,1287,353.9,535.8,896.5,406.6
204363_at,5339.4,3129.3,3983,1629.8,6260.7,2638.9,5117.1,6474.6
204364_s_at,3341.4,2933,3260.9,1202.5,1173.7,780.1,1065.3,2697.7
204372_s_at,3284,2629.7,3657.3,5203,4446.6,3781.8,3187.4,4435.1
204373_s_at,365.1,759.3,507.9,1556,463.4,824.5,303.6,565.5
204375_at,574.3,410.2,569.1,564.7,77.6,605.4,503.4,259.5
204378_at,4369.5,3601.8,2266.2,4049.9,7538.4,4873.6,8984.8,2815.9
204383_at,780.5,351.1,115.9,530.4,401.2,698.6,285.1,140.5
204386_s_at,9232,11552.3,4597.5,6379.1,3337.5,8282.2,2610.1,5467.6
204387_x_at,3728.9,1878.4,1925.8,1179.4,1531.3,2895,2187.8,2302.9
204395_s_at,354.5,412.1,312.5,556.2,227.4,597.8,116.9,226
204396_s_at,105.3,1432.8,903.3,101.8,808.6,99.6,497.4,478
204397_at,666.9,141.6,214.4,105.3,104.1,69.4,411.9,238.9
204398_s_at,1091.7,544.2,758.5,794.7,750.5,472.6,769.6,525.9
204400_at,4432.8,3642.7,3677.4,2465.5,3331.8,1003.4,2753.4,3290.9
204403_x_at,4046.4,3102,3573.9,2274.6,2642.8,3601.4,2564.6,5460.6
204404_at,1051.2,222.8,734.7,456.2,889,932.7,744,559.2
204405_x_at,5028.7,3714.4,2120.5,1928.3,4474.7,3422.3,2226,6391
204408_at,314.1,301.5,568.6,504.6,357.3,49.8,340.4,31.2
204409_s_at,516.2,320,105.4,596.2,220.2,12.7,30,18.3
204411_at,1022.1,882.8,181.3,671.3,783.7,381.3,502.1,724.6
204412_s_at,1665.8,3142.6,3350.5,3597.2,999.6,1350.3,505.8,1779.5
204415_at,1035.7,618.4,1853.7,697,540.6,183.7,1659,421.4
204417_at,4370.9,1038.6,787,373.6,1100,720.7,467.8,1522.8
204418_x_at,663.4,540,1314.7,896.6,2199.3,828.7,1626.4,1395.1
204421_s_at,322.3,358.2,294,181.8,464.1,477.3,1296.7,222.6
204423_at,398,455.3,1363.6,349.6,938.5,2202.6,511.3,876.1
204424_s_at,2451.5,2614.2,2748.1,941.7,1434.7,1224.1,1972,2371.3
204426_at,1200.1,3186.8,2791.7,2527.4,2158.7,1130.6,726.6,2860.6
204427_s_at,5077.7,4443.6,4116.5,3956.7,4648,6857.9,4260.8,4799.1
204430_s_at,295.2,169.9,13.7,366.4,129.3,215,164.3,375.4
204433_s_at,1516.2,1025.5,542.9,89.1,655.8,1156.1,153.7,308.6
204434_at,246.8,339.4,473,369.2,177.6,71.2,363.4,181.9
204436_at,388.7,280.8,312.7,227.1,381,670.7,437.1,330.3
204440_at,917.9,635.1,817.3,585.9,505.8,303.2,163,243.8
204449_at,1271.5,1261.9,1120,1348.5,1792.3,2161.8,576.9,913.7
204451_at,427.6,222,358.4,390.2,724.1,486.2,241,299.2
204453_at,902.4,182.7,234.5,367.7,260.2,180.8,35.8,577.2
204454_at,2269.7,1423.2,945.1,1005.6,677.8,1310.2,661.5,855.7
204460_s_at,617,352.9,280.8,157.5,479.5,767.2,125.9,398.6
204461_x_at,1474.3,361.8,1337.1,967,440.5,688.6,1379,1418.7
204463_s_at,141.6,12.7,94.6,248.9,53.3,228.8,11.9,126.7
204465_s_at,1847.3,3192.1,2733,1920.3,860.2,1388.8,2725.7,2314.7
204466_s_at,14409.8,11363.7,11375.2,20142.8,7434.5,12996.8,6591.6,6421.4
204469_at,2664,3345,1805.6,1883.7,2904.4,2963.5,3047.1,2155.9
204471_at,13186.4,21509.9,11146.5,9999,4479.7,5109.3,2977,8553.2
204473_s_at,1159.7,750.5,943,1717.9,815.5,689.1,1610.7,637.7
204474_at,717.8,612,360.7,410.2,208.1,454.4,780,474.5
204478_s_at,1642.1,1011.4,1292.2,260.3,572.9,1251.8,137.2,689.1
204489_s_at,463,424.6,707.9,1003.7,2278.5,345.3,439.6,2320.6
204490_s_at,1137.9,366.5,465,2125.3,991.7,688.4,1007.3,1445.8
204491_at,778.3,474,800.4,176.3,524.5,407.6,98.9,369.3
204497_at,374.2,434.5,518.8,796.7,438.4,230,369.4,670.1
204499_at,307.8,318.7,25.1,290.6,54.5,24.2,380,395.5
204500_s_at,1290.9,1481.8,1027.2,658.9,1156.3,1609.4,647.5,1707.7
204502_at,1107.2,956.1,1520,1452.9,1002.6,1102.8,1020.1,951.5
204505_s_at,1637.2,2124.9,2001.7,1886.7,1329.4,1955.6,2445.7,1096.3
204506_at,1252.9,542.9,485.9,957.1,337,1251.1,769.2,340.9
204507_s_at,9014.1,8396.1,6611.8,4336.2,3028.8,4514.9,3083,6151.5
204510_at,1629.9,199.5,569.5,45.2,116.8,382.6,265.6,687
204512_at,862.3,597.1,427.2,469.5,300.4,169.2,285.1,373
204513_s_at,1475.4,1790.5,1197.4,1851.5,1049.1,673.4,1393,1006.1
204516_at,1187.4,671.5,958.8,488,801.2,488.7,535.3,610.5
204517_at,1140.9,2330.2,2800.9,4961.9,5068.8,5406.1,4346.7,1898.1
204519_s_at,2075,345.2,662,458.1,1729.6,511.2,860.5,1680.2
204520_x_at,1595.6,1365,2314.1,1632.9,1343.1,1807.3,1433.3,2051.5
204521_at,652.4,766.4,698.9,110.9,263.7,520.8,10.5,450.3
204523_at,240.8,307.6,263.2,220.4,355.3,16,347.1,857.6
204524_at,925.4,395,566.2,2418.7,631.8,685.8,975.8,407.2
204527_at,560.9,358.3,740.9,237.4,247.1,520.3,93.1,508.8
204528_s_at,9785.5,11353.7,8230.2,11161.2,10354.5,18432.8,8948.5,9371.2
204529_s_at,151.5,725.1,258.3,56.7,709.2,252.3,483.3,166.2
204536_s_at,560.2,514.8,227.4,535.5,204.4,329.6,825.3,1180.7
204538_x_at,3897.5,4759.6,5839.4,3746.2,7152.5,5105.8,4128.9,5549.5
204546_at,3468,2191.8,2786.4,1634,2051.1,969.2,2613.8,1721.8
204547_at,6042,6123.4,4907.8,5466.6,4478.8,4108,3932.2,8287.7
204555_s_at,1350.9,149.4,341.7,215.7,561.9,444.9,583.6,37.8
204556_s_at,844.6,1409.4,782.6,1141,1088,1162.3,949.9,1522.8
204557_s_at,1150.3,1436.4,2346.1,456.6,970.9,1128.9,242.9,2214
204566_at,636.9,531.3,613.3,222.1,240.1,598.4,530.9,251.9
204567_s_at,1187.7,1297.3,1168.4,1787.3,917.6,1557.3,467.2,3064.2
204569_at,310.7,462,130.7,330.2,235.1,147.1,195.5,302.4
204571_x_at,3405.2,3076.4,2208.2,478,1870.6,1927.9,1920.2,2103.9
204572_s_at,761.4,311.3,711.2,556.1,327.7,184.4,208.7,257.3
204573_at,236.4,363.3,152.6,108.1,591.2,421.2,153,388.5
204576_s_at,3602.6,1190.3,2080.7,1559.2,1811.9,1471.1,1238.4,962.1
204578_at,1890.6,1555,984.3,796.7,1307.4,350.9,954.6,1865.9
204584_at,795.2,1553.9,819.6,603.7,556.4,1671.5,1411.2,1015.8
204586_at,4775.8,3067.2,3425.1,1786.2,1757.3,3839.9,2804,1338
204587_at,3138.1,2055.2,111.1,577.8,828.5,1111,547.9,1650.6
204589_at,15881.5,24988.4,17164,10643,6361.6,8560.3,5669,8803.8
