ID_REF,Control_1,Control_2,Control_3,Control_4,Treated_1,Treated_2,Treated_3,Treated_4
1007_s_at,1752.5,986.7,1398.1,1107.1,1539.2,1605.3,4663,1995.4
121_at,810.1,496.3,228.7,619.1,441.9,427.1,324.9,242.6
1316_at,958.5,918.9,531.2,1314.2,1113.7,769.2,1182.8,974.8
1552257_a_at,517.1,691.2,375.6,563.8,216.4,260.1,446.2,291.4
1552264_a_at,1471.4,1408.7,1334.7,1923.2,1451.9,1866.6,823.1,1367.5
1552274_at,393.2,291.2,304.7,520.2,873.1,321.1,574.1,389.7
1552275_s_at,601.2,751.7,339.6,1576,1086.1,645.7,573.1,714.7
1552283_s_at,825.9,310.6,485.5,280.2,372,460,581.9,1140.6
1552287_s_at,199.6,337.9,534.1,448.3,301.5,102.1,509.3,871.9
1552291_at,2012.3,1267,1655.6,509.7,841.8,1469.4,1115.1,1111.7
1552299_at,1975.1,1467.6,1612.6,1644.6,2213.8,2548.8,4342.1,1727.2
1552302_at,874.6,1690.7,2073.2,1645,1071.3,2975.6,1519.7,1238.4
1552306_at,340.3,543.2,616.8,1191.3,640.8,438.3,231.2,340.5
1552320_a_at,510.6,492.2,467.5,402.1,467.7,771,352.4,743.7
1552329_at,198.9,229.8,578.7,245.8,327,335.6,206.7,163.4
1552343_s_at,468.4,691.1,1018.8,358.8,855.1,273.7,1118.2,559.4
1552344_s_at,437,140.2,292.7,368.3,107.2,338,18,414.4
1552370_at,417,56.3,232.5,172.7,239.7,19.8,18.5,120.2
1552383_at,1107.1,345.9,876.2,735.4,339,973.5,620.8,418.6
1552423_at,201.5,248.4,435.1,143.7,237.5,8.1,32.9,142.7
1552426_a_at,10925.3,19587.1,12147,11158.8,8919.2,5220.8,9064.2,16991.3
1552427_at,159.5,245.6,197.5,202.1,97.1,116.5,49,196.4
1552430_at,758.5,627.4,458.9,432.6,320.7,82.3,450,1652.3
1552439_s_at,238.5,179.3,124.4,81.7,313.3,152.7,169.6,253.2
1552440_at,1036.3,102.7,311.2,1802.5,554.4,393,263.1,409.9
1552455_at,273.9,197.3,347.1,258.2,522.7,668.4,338.6,453
1552472_a_at,2351.7,3080.5,2823.7,2788.4,3699.6,2274.3,3198.9,2409.1
1552481_s_at,1311.3,986.9,828.5,391.3,459.4,673,907.5,880.7
1552486_s_at,344.5,295.2,179.3,184.7,293,307.5,358.6,220.3
1552498_at,318.8,108.5,215.1,282.9,368.8,337.4,450.2,407.3
1552502_s_at,631,770.5,292.1,589.6,516.2,677.4,1324.6,771.6
1552519_at,346.7,173.6,301.4,219.2,183.9,181.7,178.8,403.5
1552540_s_at,276.8,476.2,491.5,842.7,815.8,524.2,318.2,379.8
1552562_at,2682,1390.5,2645.3,1903.3,1936.4,1729.5,1486.7,1271.6
1552579_a_at,223.8,390.2,473.2,208.6,250.2,622,549.2,231.7
1552582_at,828.1,64.2,79.6,694.3,60,156.3,66.9,67.3
1552607_at,451.4,33.8,61.3,44.7,9.9,39.9,344,110.8
1552608_at,118.8,138.6,146.9,15.8,14.3,48.9,22.6,60.8
1552610_a_at,1802.1,524.7,592.3,1482.6,737.4,914.1,978.5,361
1552612_at,223.9,1313.6,498.2,7.8,316.9,106.3,122.6,564.3
1552613_s_at,4740.5,3403.3,1589.1,2349.8,1746,1033.9,684.2,2908.6
1552619_a_at,797,452.3,733.7,832.5,1037.3,743.3,1286.4,383.2
1552621_at,801.1,573.8,711.9,1026.5,1902.5,794.3,1457.3,762.7
1552625_a_at,514.1,348.2,776.2,1518.7,1481.3,475.6,587,703.7
1552626_a_at,148.9,188.3,150.4,174.6,177.7,384.7,23.6,145.9
1552627_a_at,892.7,1106.3,875.4,829.3,1882.7,1541.7,970,1175.8
1552643_at,1728.7,1272.8,1751.3,1006.5,1228.7,628.3,1096.7,966.1
1552656_s_at,884.4,926.6,950.1,895.4,550,666.7,334.7,347.6
1552658_a_at,764,1439,1951.6,1462.8,1867.9,1247,1424.9,3103.8
1552660_a_at,301.3,169.5,162.7,51.9,322.7,22.5,231.6,189.5
1552662_a_at,184,271.1,306,157.9,302.4,370.2,9.5,373.9
1552663_a_at,257.9,96.2,248.1,453.3,375.2,282.6,253.4,281.9
1552664_at,7647,8343.6,10422.1,3756.3,5243.3,9713.6,6456.4,3201.8
1552675_at,477.5,469.7,818.3,422,738.4,659,834.7,318.9
1552685_a_at,252.6,164.2,569.5,417.4,192.6,126,219.9,103.1
1552689_at,2374.8,4143.6,4365.5,7064.9,3066.1,5124.8,4216.6,2738.4
1552694_at,16871.4,7690,19713.3,9735.8,2290.7,4044.9,11394.1,13807.3
1552695_a_at,2492,1934.6,2112.2,1165.6,474.5,706.4,1151.5,1559.1
1552696_at,3065.8,2250.6,1628.4,4976.3,2041.4,1517.7,1620.3,1961.8
1552712_a_at,3334.4,5062.8,4723.8,1730,1903.9,1404.5,2304.4,5202.9
1552714_at,2029.7,2202.4,3449,3762.8,1688.4,1648.4,1172.4,4582.2
1552717_s_at,843.3,1019.6,1759.1,1006.2,758,1535.9,739.8,1299.5
1552721_a_at,1217.5,813.1,420.8,443.5,2331.2,1547.9,510.2,1421.5
1552722_at,608.5,246.3,399.5,27,260.4,262.3,114.3,228.8
1552725_s_at,485.5,438.1,419.7,806.5,582.8,815.5,972.3,282.7
1552733_at,187.3,172.3,802.4,310.7,395.3,243.6,469.1,641.5
1552736_a_at,560.2,936.1,773.2,377.8,212.8,35.9,377.9,468.3
1552742_at,459.2,227.2,330.7,192.7,372.3,223.9,168.4,722
1552752_a_at,4061.3,4769.1,4158.6,5330.5,2645.6,2490.8,2572.2,4798.4
1552754_a_at,4250.4,5416.7,4403.6,3195,2525.4,4739.4,1495.5,4984.2
1552755_at,176.1,90.2,24.6,8.5,39.2,18,200.9,55.2
1552758_at,291.2,106,98.6,241.2,15.4,22.9,19,62.1
1552760_at,1085.4,1127.5,909.6,1099.4,780.5,281.8,666,409
1552763_at,185.7,3.1,124.6,124.1,159.4,99.7,136.1,82.5
1552765_x_at,332.3,237.8,254.2,326.3,27.8,273.3,114.5,141.3
1552767_a_at,1279.5,1746.5,386.1,1412.8,155.6,391.6,6.9,1722.1
1552783_at,335,318.7,255.9,17.2,404.1,345.6,219.5,354
1552785_at,243.1,261.7,154.6,674.6,258.2,461,503.9,439.3
1552789_at,3800.5,3085.5,2678.8,427.5,2325.6,5889.9,268.6,3929.4
1552791_a_at,172.6,62.5,20.9,23.6,52.7,179.3,5.8,31.6
1552797_s_at,2353.3,588.9,914.9,936.7,1565.5,1814.2,786.5,692.1
1552822_at,349.1,247.9,345.1,187.6,239.4,173.4,78.8,248.2
1552836_at,449.4,293.1,241.8,437.3,354.1,216.8,221.2,269.3
1552862_at,331.7,507.7,768.7,638.4,1500.2,2849.3,931,934.7
1552879_a_at,306.2,313.7,321.4,259.1,53.9,200.9,347.2,150.3
1552882_a_at,475.2,176.8,412.9,240.2,26.8,600.8,326.2,191.1
1552895_a_at,407.5,331.9,141.3,346.8,52.8,295.7,570.2,227
1552897_a_at,1012.3,682.2,248.7,15.5,420.6,507.8,789,441.5
1552898_a_at,361.3,346.1,138.3,350.7,205.4,1303.5,56.3,240.9
1552912_a_at,164,20.3,13.3,43.8,38,69,98.3,10.5
1552917_at,416.2,35.1,175.4,354.3,322.8,230.9,212.6,118.2
1552922_at,749.1,311,264,69.6,176.7,121.9,612.8,293.1
1552924_a_at,395.1,731.1,680.2,220.2,1125,620.4,133.5,290.9
1552925_at,251.9,295.6,169.6,272.8,804.2,137.9,439,368.5
1552928_s_at,513.1,336.6,385.7,72.7,366.7,230.7,187.2,297.7
1552931_a_at,642.1,519.3,746.1,529.5,951.1,679.2,983.7,970.9
1552940_at,319.5,216.2,319.7,31.9,281,29.5,237.2,456
1552943_at,405.8,410.3,290.8,422.2,952.2,857.3,23.6,664.4
1552957_at,305.5,160.2,707.7,109,412.5,199.7,289.7,295.1
1552961_at,1012.1,456.7,239.6,449.5,655,263.2,1369.3,608.5
1552978_a_at,246.7,784.6,281.1,2091.4,445.2,650,1116.2,846.4
1552980_at,799.9,537.3,507.3,1369.5,680.8,411.5,311.1,417.1
1553013_at,1297.3,883.9,276.9,801.7,267.1,294.3,691.6,1071
1553033_at,327.9,20.3,312.8,195.7,10.2,304.3,11.7,274.3
1553034_at,1523.3,939.8,1424.8,841.6,1851.6,1096.4,1999.3,1354.1
1553048_a_at,1134.5,583.2,475.1,1258.9,299.7,402.5,179.5,352.2
1553063_at,513.5,395.3,541.8,610.9,223.6,355.8,606,151
1553067_a_at,614.4,713.4,474.4,934,533.1,673.3,541.5,606.4
1553101_a_at,934.3,494.3,516,28.1,718.5,1344,2008.1,763.5
1553103_at,1872.4,992.5,1353.9,885.8,2024.1,1600.8,1004.4,1702.7
1553106_at,185.5,85.1,274.7,423.6,97.5,55.8,130.8,146
1553107_s_at,764.6,589.6,708.7,693.5,712.5,1447.6,865.5,970.3
1553108_at,478.1,642.3,496.5,950.1,52.5,381.1,162.2,473.6
1553111_a_at,186.9,89.1,174.4,298.5,134.1,147.4,106.8,179.6
1553112_s_at,608.7,566.2,558.7,636.1,401.3,420.3,1048.5,360.4
1553113_s_at,349.4,659.9,160.3,581.4,121.3,271.4,82.6,117.2
1553114_a_at,368,250.3,180.5,29,306.9,38.1,144,264.9
1553126_a_at,477.1,130.7,477.3,821.1,484.6,355.8,31.4,412.5
1553127_a_at,2358.3,1600.3,1628.7,1283.7,1563.8,1825.2,1367.1,910.4
1553132_a_at,417,113.5,113.3,110.9,283.5,177.9,8.6,178.2
1553133_at,2577,95.1,1291.4,2653,1011.6,1573,674.4,2464.1
1553140_at,499.1,561.5,379.7,821.1,451,1226.1,415.8,843.6
1553141_at,279.3,235.3,345.1,97.7,298.6,161.1,522,173.7
1553142_at,4938.2,1944.3,1005.7,1481,3093,773.3,2239.6,2598.7
1553153_at,229.5,159,164.6,391.8,113,347.9,125.4,144.1
1553155_x_at,266.4,115.8,179.2,54.8,131.6,8,283.3,127.8
1553172_at,1820.3,2167.4,1992.7,3319.2,1549.2,3535.4,3983.8,1607.9
1553185_at,5069.7,6841.2,14408.7,5319.8,8895,4104.1,19610.4,9043.6
1553186_x_at,4415.9,4752.5,8494.7,4428.8,5799.6,3543.9,14792.6,5523.1
1553194_at,1310.4,1763,1181.6,1620.1,644.9,1613.2,831.7,1872
1553214_a_at,1126.2,700.5,816.3,324,974.7,638.2,257.6,820.6
1553218_a_at,1816.2,875.4,1235,617,1428.3,711,2157.2,2516.3
1553220_at,580.5,165.9,324.8,723.9,123.2,1905.7,239,389.8
1553221_at,722.8,300.4,430.7,307.3,500.5,1219.5,494.2,399
1553241_at,208.3,93.6,132.4,135,106,90.7,250.7,76.5
1553243_at,790.6,84.6,33.1,143.8,42.3,211.4,181.1,124.8
1553253_at,286.7,159.3,158.2,403.7,799,476.5,935.4,421.4
1553264_a_at,1147.3,1060.6,1301.3,1630.7,533.3,830.5,1304.2,622.7
1553265_at,432,31.3,517.8,46.2,122.5,71.8,230.4,155.6
1553274_a_at,3193.3,3200.7,2619.3,2414.9,3467.4,3752.5,2302.9,3670.4
1553279_at,202.6,105.9,43.7,14.3,4.3,96.9,125.6,81.4
1553288_a_at,714.5,649.2,2198.4,1469.5,441.3,704.8,1562.5,1293
1553292_s_at,2370.4,1811.7,2554.1,2145.8,1083.5,1427,1462.6,1106.8
1553298_at,143.1,149.4,121.9,7.3,82.3,64.5,6.8,115.7
1553300_a_at,569.4,567.6,310.2,502.8,372.3,484.1,249.6,262.8
1553303_at,688.7,318.1,114.2,238,387.2,524.4,450.2,134.1
1553306_at,1165.8,764.5,594.4,1044.3,985.8,500.8,1316.8,552.3
1553313_s_at,1278.5,2039.3,2009.7,2830,882.5,2488.2,2257.2,1038.3
1553338_at,389.3,1233.9,706.9,549.6,818.4,189.7,516.7,989.9
1553344_at,208.5,171.9,351.8,638.5,146.1,595,404.2,275.1
1553347_s_at,1109.1,764.4,738.2,597.3,280.3,690.2,1063.9,279.1
1553350_at,622.9,300.1,463.8,79.2,244.9,384.1,643,282.8
1553354_a_at,2129.6,1954.2,2704.9,1881.8,2073.3,1697.3,1776.1,2423.4
1553357_at,3224.7,3047.1,4619.2,3319.7,846.1,1162.8,1316,1539.6
1553398_at,298.8,80.2,62.3,269.3,173.9,13.8,151.6,71.8
1553399_a_at,1891.6,1815.5,2283,3235.2,1393.6,2458.3,2598.7,805.6
1553407_at,351.8,1084.6,1313,769.9,1306.2,1645.2,2271.8,985.8
1553422_s_at,9059.1,5624.7,5712.5,3934.1,2777.5,4942.4,6244.5,4010.8
1553426_at,3292.7,861.2,481.1,445,778,754,672.2,987.3
1553433_at,396.4,394.5,452.5,327.9,324.9,537.3,247.7,380.1
1553442_a_at,519.7,563.1,440.5,838.3,521.3,393.1,472.4,819.3
1553453_at,266.9,374.7,589.4,210.3,187.3,243.2,210.9,444.5
1553466_at,302.1,285.7,189.1,509.3,417.4,376.5,265.6,274
1553510_s_at,260.7,198.3,267.9,67.8,437.9,442.7,201.6,362
1553533_at,225.6,30.5,204.6,106.9,151,139.4,231.7,150.2
1553536_at,566.1,654.1,296.8,378,461.3,940.2,326.8,758.8
1553538_s_at,166500.3,162423.4,167614,133928.3,141607,191654.7,223573,106516.1
1553540_a_at,424.5,252.4,123.4,18,266.2,185.7,142.2,193.8
1553542_at,426.9,363.1,212.4,182.5,357.4,230.3,35,181.2
1553546_at,514.8,395.3,732,381.7,1117.4,338.6,992.8,615.6
1553547_at,353.5,183.1,16.2,228.7,430.7,225.7,293.3,277.5
1553551_s_at,123803.1,127227,94840.9,83377.8,104927.3,139109.3,142797.1,85922.9
1553553_at,534,309.6,207.3,278,491,129.2,268,370.1
1553561_at,568.1,284.7,557.8,197.4,141.5,137,376,260.2
1553562_at,303.1,260.8,257.4,375,475.3,149.4,363.5,86.7
1553565_s_at,903.3,807.3,1309.2,625.4,998,852.9,1204,483.6
1553567_s_at,122611.8,103909.1,119747.3,131891.1,99417.5,179618,134734.7,69408.2
1553569_at,201542.7,173197,210211.7,199479.9,148271.7,236547.1,236506.4,115788.5
1553570_x_at,183025.5,166205.8,196585.5,188172.4,132739.9,224522.9,221473.7,107115
1553575_at,285871.5,241631.6,314292.6,301862,210305.2,362811.2,372182.3,173854.1
1553581_s_at,1989.3,2169.8,2713.2,130.8,1250.1,3984.4,883.1,6038.6
1553588_at,141144.5,129265.8,140260.5,95241.2,105025.5,159252.9,165111.6,86254.1
1553590_at,5250.8,4999.9,6908.3,3649.2,5916.8,11086.8,8011,2386.3
1553599_a_at,751.8,688,190.4,356.1,264.4,601.2,737,320.6
1553603_s_at,1270.7,949.4,1415.1,1162.5,2056,940.9,1070.4,927
1553626_a_at,485.1,369.4,76.4,139.9,282.9,49.9,6.8,84.6
1553630_at,512.1,200.7,511,316,184.8,44.8,153.2,365.8
1553640_at,1117.7,484.4,641.9,431.4,633.4,375.8,221.7,550.5
1553646_at,325.3,76.5,115.7,4.1,132.7,147.3,162,124.9
1553647_at,681.2,811.2,1074.4,726.4,755.3,695.8,322.8,282.2
1553674_at,195.9,5.5,78.2,16.4,174.9,148.1,120.6,30.7
1553677_a_at,2635.6,3452.5,1802.9,1708.6,1289.1,616.6,1344.6,1862.5
1553678_a_at,485.1,238.7,356.3,276.5,381.4,6.9,99.6,161.2
1553683_s_at,244.9,272.9,149.1,898.4,268.3,200.2,41,160.2
1553684_at,451.8,137.5,269.2,191.2,295.2,548.6,301.5,197.3
1553689_s_at,626.3,763.2,470.2,376.1,839.9,1449.8,1587.2,1735.2
1553693_s_at,1185.1,499.5,1075.3,145.7,1240.5,963.5,528.1,1000.9
1553694_a_at,825.5,481.1,786.7,187.4,1568.4,1925,571.3,835.7
1553697_at,12606.6,9920.2,5622.9,12285.1,5433.6,17421.6,7617.2,7180.7
1553698_a_at,683.5,405.6,324.8,480.1,241.1,253.8,53.9,737.9
1553702_at,779.5,669.2,377.9,351.5,458.3,99.9,679,681.8
1553706_at,1257,179.3,746.5,12.8,98.8,196.1,154.2,133.4
1553710_at,522.8,263.4,342.8,15.4,291.3,327.5,264.5,484.7
1553711_a_at,347.5,398.7,122.5,127.8,335.4,120.9,27.4,133.7
1553717_at,1383.7,811,1192.4,1476.5,808.3,53.1,682.9,1060.6
1553718_at,1239.5,1130.5,1145.2,1955.2,545.6,688.9,992.3,564.8
1553719_s_at,1335.5,1016.9,966.4,421.7,573,265.6,1281.5,1154
1553720_a_at,2526.2,3489.8,3695.5,1785.2,4304.1,3688.8,3360.3,4669.6
1553736_at,144.2,317.3,12.4,104.2,138.5,40.7,11.1,146.2
1553743_at,572.2,307.7,566.9,789.3,698.7,482.6,635.1,419.7
1553746_a_at,184.1,307.7,167.8,123,23.7,243.1,95.2,132.5
1553749_at,943.6,1366.2,818.7,1378.2,1192.4,461.5,959.3,1165.7
1553765_a_at,311.4,158.3,606.3,157.2,817.1,554.6,453.3,574.2
1553787_at,320.8,250.1,331.7,465.1,652.1,109.7,296.9,243.2
1553792_at,2831.2,1748.5,1995.8,2809.3,1913.6,2462,1092.3,700.6
1553793_a_at,1441.7,1837.9,873.9,1287.7,2209.7,1453.1,1249.8,1725.3
1553797_a_at,4339.2,2655.2,1864.2,613.7,2936.4,2908.4,5882.5,3538.8
1553801_a_at,323.1,400.7,354.3,317.9,270.8,801.7,58.5,286.6
1553805_at,484.9,178,312.9,116.1,319.4,503.7,478.1,248.1
1553823_a_at,440.1,377.5,261,304.8,282.1,590.4,286.8,218.3
1553847_a_at,330.8,226.8,309.3,82,270.4,169.2,322.6,128.6
1553858_at,2000.8,612.3,801.1,1017.4,1128.9,961.5,721.3,381.6
1553861_at,989,1101.2,738.7,365.4,1755.7,2575.5,1421.6,1743.9
1553864_at,1902.7,2240.9,1527.3,294.6,1599.8,37.3,1691,2390.9
1553865_a_at,358.7,445.8,264.1,19.7,373.1,149.5,190.3,619.1
1553873_at,1081.9,558.5,606.5,851.9,449.4,588.1,770.7,623.2
1553878_at,278,34.9,96.1,299.2,312.2,233.2,166.5,73.6
1553906_s_at,4457.6,16221.2,11257.6,30235.1,9622.1,18886,17907.1,19522.6
1553912_at,178.3,15.5,162.9,96.6,11.7,17.9,36,42.9
1553917_at,1759.7,596.3,1937.6,1506.4,570.9,1211,938.6,1029.7
1553919_at,678.9,390.8,354.1,723.7,548.8,322.3,283.4,196.3
1553923_at,210.4,80.4,49.1,126,119.6,184,203.7,99.2
1553940_a_at,303.3,1045.7,768.7,1014.2,570.6,608.6,28.2,910.4
1553945_at,636.4,131.4,208.8,66.1,328.9,246.7,34.3,51.2
1553949_at,174.8,376.7,287.5,14.2,106.8,65.2,519.1,200.8
1553954_at,219.7,144.3,15.4,91,228.8,321.3,431,150.7
1553955_at,1074.6,875.5,1051.5,637.5,627.1,403.9,107.2,801
1553956_at,1844.7,554.2,625.2,769.1,278,567.7,181.4,360.4
1553959_a_at,1991.3,1549.8,1410.2,830.2,212.8,1979.8,262.4,243
1553960_at,3361.3,3028.2,1530.4,1165.5,1713.3,4715.2,3452.7,2252
1553961_s_at,1173.6,407.8,243.6,462.4,745.2,682,347.1,396.2
1553967_at,272.5,394.6,434.7,546.2,244.9,66.6,347,281.5
1553972_a_at,908.7,791.5,1035.3,2189.3,1228.6,1097.3,1599.7,1666
1553974_at,231.1,425.1,201.1,685.3,501,575.9,250.6,778.6
1553983_at,479.3,300.8,606.3,882.4,400.3,503.2,1138.7,150.8
1553992_s_at,930.4,650.9,578.6,1077.1,564.2,871.6,1091,670.4
1553993_s_at,17882.7,6739,5202.1,3886.6,9663,20813.3,6307.2,4718.2
1553998_at,623.3,363.4,513.3,1000.7,621,609.8,386.5,688.6
1554001_at,4731.1,7537.2,5362.3,3840.8,1745.7,4265.4,2420.3,4437.7
1554003_at,354.2,669,2153.3,5.2,17.9,1185.1,228.9,188.6
1554007_at,8589.8,14274.2,10811.7,7353.7,3903.9,6863.6,4042.3,6728.4
1554012_at,288.7,303.3,272.3,426.1,417.7,562.7,395.5,191.6
1554014_at,597.9,800.5,998.2,240.1,1610.6,1384.5,723,1704.7
1554015_a_at,1774.6,1496.2,656.2,844.5,1453,447.4,2522.1,2670.7
1554017_at,957.7,642.4,308.2,580.9,465,1520.4,674.5,754.7
1554019_s_at,214.7,442.4,397.5,616.5,456.3,417.4,455.7,310.2
1554020_at,210.5,187.8,408,542.7,213.6,199.9,167.4,359.1
1554034_a_at,533.6,307.2,187.1,385.7,121.4,178.7,148.9,251.6
1554037_a_at,442.6,505.8,562.2,828.6,971.6,491.4,70.6,580.4
1554043_a_at,384.6,133.7,77.6,20.2,275.3,432.4,836.1,248.3
1554045_at,574,1021.3,182.9,381.1,742.6,242.6,1084.9,556.2
1554049_s_at,537.7,240.5,341.2,798.8,121.9,10,524.5,599.7
1554057_at,863.1,1064,249.2,1213.7,1001.3,861.1,250,1960.5
1554059_at,184.8,116.1,8.1,18,80.6,10.2,11.7,76.4
1554067_at,227,369.3,354.4,418,144.6,1284.3,5.8,298.9
1554078_s_at,1701.1,1375.6,888.8,932.3,2174.1,1106.2,165.6,2155.4
1554079_at,410.5,296.4,199.7,212.4,325.5,301.3,487.2,199.5
1554080_at,463.2,646.7,424.5,91.4,358.8,291.9,211.1,294.6
1554086_at,530.3,334.3,383.8,602.7,146.3,134.6,536.5,451.2
1554089_s_at,1689.2,2218.7,2488,1297.9,2409.4,2116.8,1960.9,2501.5
1554096_a_at,1730.8,1927.8,2323.6,2703.7,2592.7,2920.3,2866.5,1942.4
1554113_a_at,2442.4,1573.3,2598,1012.4,1626.7,1110.6,1951.8,1452.7
1554128_at,1487.7,652.7,847.6,1193,897.8,992.7,1246.7,458.7
1554133_at,1190.5,860.5,2098.4,627.2,1816.1,389.1,1197.3,2258.9
1554149_at,11341.9,9117.9,6928.7,6919.7,13549.8,4846.9,6636.6,18082.9
1554161_at,757.3,821.9,1287.5,126.3,464.2,1026.5,363.5,793
1554165_at,364.9,398,6973.7,369.1,1384.3,761.5,1555.3,782
1554167_a_at,489.3,592.7,861.6,624.5,885.2,493.7,1136.8,1002.7
1554168_a_at,2099.8,3588.9,2547.2,2369.6,2851.2,643.8,1573.3,1764.6
1554171_at,3805.2,3874.1,4411.4,2020.7,2129.1,4893.7,2487.8,5581.7
1554176_a_at,323.9,195.5,333,419.2,291.7,349.3,273.3,144.7
1554177_a_at,572.9,416.6,358.9,5.5,543.5,860.2,273.2,457.8
1554178_a_at,5459.7,5331.9,3926.9,4636.6,4147.1,5208.4,4285.1,5226.2
1554181_at,236.1,500.1,299.3,296.7,120.4,412.7,251.4,279.7
1554205_s_at,628.8,807,929.2,238.8,879.7,417.5,797.6,636.5
1554212_s_at,1298.7,2427.3,2030.9,831.3,820.5,968.9,619.9,458.1
1554219_at,163.1,50.5,151.3,16.9,259.8,6.3,75.6,62.9
1554225_a_at,515.3,77.9,257.9,272.7,198.3,167.9,124.9,321.4
1554239_s_at,606.4,1295.6,436.5,477.7,368.9,1095.2,1007.8,826.1
1554241_at,9290,13318.2,11475.1,19732.2,12791.3,24842.4,13732.6,9708.2
1554248_at,751,887,1234.2,8.2,499.6,135.3,437.6,854.4
1554251_at,752,508.1,518.2,366.6,1004.4,551.6,81.4,836.4
1554256_a_at,459.2,1027.3,358.8,434.2,665.3,348,922.2,821.9
1554260_a_at,808.5,504.3,544.6,603.8,499.4,1062.9,468.9,988.3
1554274_a_at,254.5,97,391,198.1,520.4,485.6,696.6,320.3
1554287_at,378.9,447.2,288.8,529.5,315.1,592.4,286.5,468.7
1554290_at,348.2,537.7,419.2,598,354.9,292.6,512.4,818.6
1554291_at,544.6,35,93.3,315.1,66.2,155.9,17.3,8.4
1554308_s_at,246.4,453.5,412.2,285.5,113.7,398.3,285.5,372.7
1554310_a_at,2356.2,1572.2,1086.5,2170.8,1340.7,1525.5,1401.9,1351.8
1554311_a_at,176.9,152.7,150,104.3,281.3,360,217.8,193.2
1554312_at,342.6,107.5,317,487.9,448.1,175.7,368.6,78
1554329_x_at,203.5,86.8,252.5,247.5,121.8,104.7,161.9,64.4
1554334_a_at,1362.3,1177.5,1624.7,1888.2,961.3,1785.2,219.1,700.5
1554345_a_at,134.6,165.3,177.3,395.7,194.2,134.7,110.2,103.8
1554351_a_at,516.7,424.2,796.7,328.3,394.3,315,243.8,631.5
1554376_s_at,1417.4,758,1080.9,2584,399.1,446.3,1353.2,551.6
1554377_a_at,304.5,367.3,402.4,253.9,1573,882.9,705.2,364.4
1554390_s_at,2942.6,4735.2,3178.1,4575.3,2651.4,6068.8,1829.1,4882.5
1554397_s_at,494.7,180.4,681.8,29.3,243.9,322.9,537.2,288.8
1554408_a_at,496.5,255.3,176.4,454.8,251.3,14,339.7,213.1
1554411_at,3479.9,2105.9,1472,1567.1,3054.1,1931,1857.8,1869.9
1554413_s_at,403.5,195.4,423.9,554,416.9,635.4,390.3,257.4
1554414_a_at,654.7,660.6,425.4,198.5,1170.3,487.4,770.5,1095.5
1554423_a_at,487.5,762.2,686.1,307.7,1459.8,1397.6,969.4,1250.2
1554424_at,375.8,360.8,546,100.5,416.4,859.8,306,448.3
1554429_a_at,691.5,509.7,1148.9,492,567.6,255.2,1024.2,588.3
1554432_x_at,650,186.3,260.5,348,153,270.5,550.3,71.8
1554441_a_at,981.8,435.8,975.9,865.3,583.4,952.6,1011.9,501.3
1554447_at,614.9,529.5,493.7,123.7,292.9,571.1,183.8,588.3
1554448_at,229.8,178.2,596.4,299,660.3,246,238.6,375.4
1554452_a_at,272.9,238,194.1,181.7,405.3,15.5,41.6,153.1
1554462_a_at,4409.1,5337.3,4561.3,4422.2,5222.5,2076.8,2669.4,4780.8
1554469_at,206.7,320.2,425.2,58.4,53.7,376.2,196,188.5
1554471_a_at,858.5,1304.7,835.6,827.9,1201,1839.6,1524.5,1595.6
1554472_a_at,539.1,344.6,151.4,201,297,36.6,147.1,249.3
1554474_a_at,436.2,562.2,350.2,1063.3,445.1,434.9,60.2,740.9
1554476_x_at,838.1,969.5,651.3,1563.1,2543.7,1317.9,2666.3,1067.5
1554479_a_at,523.7,778.7,991.4,815.9,756.6,857.2,949.7,486.1
1554480_a_at,4037.3,12515.5,8747.4,8715.1,7006.2,10955.3,5072,13068.5
1554486_a_at,341.2,408.3,343.9,248.8,277.5,289.9,440.9,587.7
1554488_at,1139.5,802,1397.5,1237.7,1038.1,944.1,3167,464
1554500_a_at,408.2,667,597.2,1070.5,491.9,256.8,368.6,701.9
1554507_at,268.1,222.6,156.9,374,50.9,330.9,95.4,226.4
1554510_s_at,413.9,681,193.9,1008.1,580.8,286.5,363.3,511.6
1554516_at,575.4,467.5,989.8,1019.3,1135.1,889.2,1098.8,594.1
1554520_at,1091.9,83.3,345.1,155.9,343.9,16.9,48.8,367.9
1554523_a_at,1141.6,1258.7,735.9,1418.6,2709,848.6,1629.9,583.6
1554524_a_at,1050.6,1068.3,1490.9,526.4,232.4,235.7,24.5,214.7
1554526_at,195.8,311.6,248.1,306.6,43.1,222,353.5,186.4
1554540_at,174,194.1,129.8,109.7,52.2,30,216.8,4.8
1554542_at,412,346.5,271.1,801.6,490.5,688.3,274.9,249.7
1554543_at,363.4,257.1,362.1,239.7,228.6,247.3,60.3,218.4
1554544_a_at,1769.8,317.3,1897.3,584.7,1047.2,690.3,867.3,920.9
1554545_at,211,298.6,14.7,348.3,207.6,112.4,203.9,204.7
1554547_at,5210.5,4247.5,3472.3,3051.1,4291.5,5690.4,4973.3,4347.6
1554549_a_at,224.1,198.7,22.6,173.8,634.2,21.4,10.9,421
1554553_s_at,233.6,96,269.1,119.2,123.6,263.8,12.1,36
1554557_at,542.3,857.1,519.8,269.7,335.6,451.6,774.5,176.6
1554569_a_at,2165.6,2202.7,1559.7,2190.7,1113.8,1599.8,2227,1970.6
