ID_REF,GB_ACC,Gene Symbol,ENTREZ_GENE_ID
216023_at,AK026040,KDM4B,23030
216024_at,AK023207,DNM2,1785
216025_x_at,M21940,CYP2C9,1559
216026_s_at,AL080203,POLE,5426
216027_at,AI005473,TMX4,56255
216028_at,AL049980,,
216029_at,AU159412,,
216030_s_at,AL049767,SEMG2,6407
216031_x_at,T53900,HN1L,90861
216032_s_at,AF091085,ERGIC3,51614
216033_s_at,S74774,FYN,2534
216034_at,AA558468,ZNF280A,129025
216035_x_at,AV721430,TCF7L2,6934
216036_x_at,AK001734,WDTC1,23038
216037_x_at,AA664011,TCF7L2,6934
216038_x_at,BE965715,DAXX,1616
216039_at,D38503,GABRA2,2555
216040_x_at,AK024135,,
216041_x_at,AK023348,GRN,2896
216042_at,AI275938,TNFRSF25,8718
216043_x_at,AK024135,,
216044_x_at,AK027146,FAM69A,388650
216045_at,AB011137,CCDC144A,9720
216046_at,AL109726,,
216047_x_at,AL050253,SEZ6L,23544
216048_s_at,AK023621,RHOBTB3,22836
216049_at,AK023621,RHOBTB3,22836
216050_at,AK024584,,
216051_x_at,AK022045,,
216052_x_at,AF115765,ARTN,9048
216053_x_at,AI143919,FAM182A /// FAM182B /// FAM27B /// FAM27C,284800 /// 728882 /// 100132948 /// 100133121
216054_x_at,X58851,MYL4,4635
216055_at,AK022920,PDGFB,5155
216056_at,AW851559,CD44,960
216057_at,AK021928,RAB3GAP2,25782
216058_s_at,X65962,CYP2C19,1557
216059_at,U02309,PAX3,5077
216060_s_at,AK021890,DAAM1,23002
216061_x_at,AU150748,PDGFB,5155
216062_at,AW851559,RP1-68D18.4,
216063_at,N55205,HBBP1,3044
216064_s_at,W27131,AGA,175
216065_at,AL031228,B3GALT4,8705
216066_at,AK024328,ABCA1,19
216067_at,AU145203,,
216068_at,AL110248,,
216069_at,AL050065,PRMT2,3275
216070_at,AL049331,,
216071_x_at,AF132033,MED12,9968
216072_at,AL050065,DSTNP1 /// DSTNP1,
216073_at,AL109678,ANKRD34C,390616
216074_x_at,AK001727,WWC1,23286
216075_at,AF119418,,
216076_at,AW445040,L3MBTL1,26013
216077_s_at,AW445040,L3MBTL1,26013
216078_at,AL109681,,
216079_at,AK022721,EPM2A,7957
216080_s_at,AC004770,FADS3,3995
216081_at,AK027151,LAMA4,3910
216082_at,AK022450,NEU3,10825
216083_s_at,AK022450,NEU3,10825
216084_at,AL080137,FAM205B,389715
216085_at,AL080128,DKFZP434C153 /// OBSCN,26105 /// 84033
216086_at,AB028977,SV2C,22987
216087_at,AL078636,,
216088_s_at,AL078633,PSMA7,5688
216089_at,BE877397,MCFD2P1 /// MCFD2P1,
216090_x_at,AL078636,,
216091_s_at,AF101784,BTRC,8945
216092_s_at,AL365347,SLC7A8,23428
216093_at,AL050053,,
216094_at,AK025323,,
216095_x_at,AF057354,MTMR1,8776
216096_s_at,AF064842,NRXN1,9378
216097_at,AF090910,,
216098_s_at,U86813,HTR7 /// HTR7P1,3363 /// 93164
216099_at,U86813,HTR7P1,93164
216100_s_at,BG289527,TOR1AIP1,26092
216101_at,AL049242,,
216102_at,AK021690,PHLDB1,23187
216103_at,AB014607,ACOT11,26027
216104_at,AF090910,,
216105_x_at,X86428,PPP2R4,5524
216106_at,AL109682,LOC145678,145678
216107_at,AF218021,PP13,100129503
216108_at,AK024142,,
216109_at,AK025348,MED13L,23389
216110_x_at,AU147017,AC068039.4,
216111_x_at,U38979,PMS2P3,5387
216112_at,AU157200,,
216113_at,AF070566,ABI2,10152
216114_at,AL049430,NCKIPSD,51517
216115_at,AK024873,LOC101930150 /// NF1,4763 /// 101930150
216116_at,AL049430,CELSR3-AS1,102724368
216117_at,AK025114,EXOSC2,23404
216118_at,AU148024,,
216119_s_at,AL109804,SPEF1,25876
216120_s_at,X63575,ATP2B2,491
216121_at,AL080106,,
216122_at,AK024543,,
216123_x_at,AK024158,,
216124_at,AK024158,,
216125_s_at,AF064606,RANBP9,10048
216126_at,AK022418,,
216127_at,Z84717,PDIA2,64714
216128_at,AF052173,LOC101929597 /// TBCD,6904 /// 101929597
216129_at,AL117659,ATP9A,10079
216130_at,AK021633,,
216131_at,AK000244,FRMD4B,23150
216132_at,AK021992,,
216133_at,AA284903,TCRA /// TRAV21 /// TRAV21 /// YME1L1,10730
216134_at,AK000244,FRMD4B,23150
216135_at,AK000122,IQCK,124152
216136_at,AF113683,,
216137_s_at,AL031718,MAPK8IP3,23162
216138_at,AL137285,,
216139_s_at,AL031718,MAPK8IP3,23162
216140_at,AL137378,,
216141_at,AL137285,,
216142_at,AL137403,,
216143_at,AL137403,,
216144_at,AL137378,,
216145_at,AL137713,,
216146_at,AF113683,,
216147_at,AL353942,,
216148_at,AL353942,,
216149_at,AL359623,LRRC37BP1,147172
216150_at,AK021609,,
216151_at,AK021609,,
216152_at,AK021633,,
216153_x_at,AK022897,RECK,8434
216154_at,AF339787,,
216155_at,AK024543,,
216156_at,AK022897,RECK,8434
216157_at,AK024231,,
216158_at,AK024123,,
216159_s_at,AK023757,,
216160_at,AK024231,,
216161_at,AK024128,SBNO1,55206
216162_at,AK024128,SBNO1,55206
216163_at,AK025086,,
216164_at,AK024867,,
216165_at,AK025650,,
216166_at,AK024909,,
216167_at,AK024867,LRRN2,10446
216168_at,AK024909,,
216169_at,AK025430,,
216170_at,AK025271,,
216171_at,AK025271,,
216172_at,AK025114,,
216173_at,AK025360,,
216174_at,AK025343,HCRP1,387535
216175_at,AK025276,,
216176_at,AK025343,HCRP1,387535
216177_at,AW582267,RPL29P7 /// RPL29P7,
216178_x_at,AA215854,ITGB1,3688
216179_x_at,AK027173,,
216180_s_at,AK026758,SYNJ2,8871
216181_at,AK026758,SYNJ2,8871
216182_at,AK026758,SYNJ2,8871
216183_at,AL512703,TGM2,7052
216184_s_at,AF263310,RIMS1,22999
216185_at,BC001879,FUT9,10690
216186_at,T90013,,
216187_x_at,AF222691,,
216188_at,BC002892,MYCNOS,10408
216189_at,BC002465,,
216190_x_at,AA215854,ITGB1,3688
216191_s_at,X72501,TRDV3,28516
216192_at,AL512688,FABP7,2173
216193_at,X69637,,
216194_s_at,AD001527,TBCB,1155
216195_at,AF131823,ANK2,287
216196_at,X69637,HERC2P5 /// HERC2P5 /// HERC2P8 /// HERC2P8,
216197_at,AK021569,,
216198_at,AK021569,,
216199_s_at,AL109942,MAP3K4,4216
216200_at,AK025379,PLEKHM1,9842
216201_at,AK025239,,
216202_s_at,U15555,SPTLC2,9517
216203_at,U15555,SPTLC2,9517
216204_at,BC005092,COMT,1312
216205_s_at,AK021947,MFN2,9927
216206_x_at,BC005365,MAP2K7,5609
216207_x_at,AW408194,IGKC,3514
216208_s_at,AU117487,ATF6B,1388
216209_at,AL137270,LINC00939,400084
216210_x_at,AA046650,TRIOBP,11078
216211_at,AL049233,,
216212_s_at,AJ010395,DKC1 /// MIR664B /// SNORA56,1736 /// 677835 /// 100847052
216213_at,AF155113,NEK1,4750
216214_at,AF070602,,
216215_s_at,AL049748,RBFOX2,23543
216216_at,AL122074,SLIT3,6586
216217_at,AK023546,PLCL2,23228
216218_s_at,AK023546,PLCL2,23228
216219_at,AL137716,AQP6,363
216220_s_at,X68485,ADORA1,134
216221_s_at,D87078,PUM2,23369
216222_s_at,AI561354,MYO10,4651
216223_at,J05158,CPN2,1370
216224_s_at,AK024083,HDAC6,10013
216225_at,R37427,,
216226_at,Y09321,TAF4B,6875
216227_at,X81001,,
216228_s_at,AK001538,WDHD1,11169
216229_x_at,X81001,,
216230_x_at,M59917,SMPD1,6609
216231_s_at,AW188940,B2M,567
216232_s_at,AI697055,GCN1L1,10985
216233_at,Z22970,CD163,9332
216234_s_at,M80335,PRKACA,5566
216235_s_at,S81545,EDNRA,1909
216236_s_at,AL110298,SLC2A14 /// SLC2A3,6515 /// 144195
216237_s_at,AA807529,MCM5,4174
216238_s_at,BG545288,FGB,2244
216239_at,U87408,BBS9,27241
216240_at,M34428,MIR1204 /// PVT1,5820 /// 100302185
216241_s_at,X57198,TCEA1,6917
216242_x_at,AW402635,POLR2J /// POLR2J2 /// POLR2J3 /// POLR2J4 /// UPK3BL,5439 /// 84820 /// 246721 /// 548644 /// 100134938
216243_s_at,BE563442,IL1RN,3557
216244_at,BE563442,IL1RN,3557
216245_at,BE563442,IL1RN,3557
216246_at,AF113008,,
216247_at,AF113008,RPS20 /// SNORD54,6224 /// 26795
216248_s_at,S77154,NR4A2,4929
216249_at,M34428,,
216250_s_at,X77598,LPXN,9404
216251_s_at,BF965437,TTLL12,23170
216252_x_at,Z70519,FAS,355
216253_s_at,N73272,PARVB,29780
216254_at,N73272,PARVB,29780
216255_s_at,AC000099,GRM8,2918
216256_at,AC000099,GRM8,2918
216257_at,BE148534,SERPINB13,5275
216258_s_at,BE148534,SERPINB13,5275
216259_at,U85992,LOC100506699,100506699
216260_at,AK001827,DICER1,23405
216261_at,AI151479,ITGB3,3690
216262_s_at,AL050318,TGIF2,60436
216263_s_at,AK022215,NGDN,25983
216264_s_at,X79683,LAMB2,3913
216265_x_at,AI292276,MYH7,4625
216266_s_at,AK025637,ARFGEF1,10565
216267_s_at,BF034906,TMEM115,11070
216268_s_at,U77914,JAG1,182
216269_s_at,M24782,ELN,2006
216270_at,AF209931,ILVBL,10994
216271_x_at,AC004794,SYDE1,85360
216272_x_at,AF209931,SYDE1,85360
216273_at,X78931,ZNF460,10794
216274_s_at,N99438,SEC11A,23478
216275_at,AK023540,BUB1,699
216276_s_at,X89657,ADAM3A,1587
216277_at,AU156551,BUB1,699
216278_at,AL109705,,
216279_at,X78931,ZNF460,10794
216280_s_at,AK001827,DICER1,23405
216281_at,AK001827,DICER1,23405
216282_x_at,AJ224143,POLR2C,5432
216283_s_at,X64116,PVR,5817
216284_at,AK024123,,
216285_at,AL137713,DGCR14 /// TSSK2,8220 /// 23617
216286_at,AV760769,,
216287_at,AK021930,,
216288_at,AU159276,CYSLTR1,10800
216289_at,AU148039,GPR144,347088
216290_x_at,AK000864,,
216291_at,AK021474,ZNF440,126070
216292_at,AK024455,,
216293_at,X81636,CLTA,1211
216294_s_at,AL137254,KIAA1109,84162
216295_s_at,X81636,CLTA,1211
216296_at,X81636,CLTA,1211
216297_at,AL049314,RP11-348N5.7,
216298_at,AL580863,TARP,445347
216299_s_at,AK022829,XRCC3,7517
216300_x_at,BE383139,RARA,5914
216301_at,AW405975,,
216302_at,AL022101,HNRNPCL1 /// HNRNPCL2 /// LOC101060301 /// LOC649330,343069 /// 440563 /// 649330 /// 101060301
216303_s_at,AK023451,MTMR1,8776
216304_x_at,AJ295618,YME1L1,10730
216305_s_at,AC005034,GCFC2,6936
216306_x_at,X62006,MIR4745 /// PTBP1,5725 /// 100616459
216307_at,AB018261,DGKB,1607
216308_x_at,AK026752,GRHPR,9380
216309_x_at,AF072467,JRK,8629
216310_at,AK024376,TAOK1,57551
216311_at,AI206718,OVOL3,728361
216312_at,AW615612,ATP2B3,492
216313_at,AF152527,PCDHB17,54661
216314_at,X95238,CRISP1,167
216315_x_at,AL121873,UBE2V1P9 /// UBE2V1P9,
216316_x_at,X78713,RP11-548H18.2,
216317_x_at,X63095,RHCE /// RHD,6006 /// 6007
216318_at,S55735,,
216319_at,AK022686,RP11-69I8.2,
216320_x_at,U37055,MST1,4485
216321_s_at,X03348,NR3C1,2908
216322_at,D28586,CD58,965
216323_x_at,K03460,TUBA3C /// TUBA3D,7278 /// 113457
216324_at,Z21967,,
216325_x_at,AF217796,RTEL1 /// RTEL1-TNFRSF6B,51750 /// 100533107
216326_s_at,AF059650,HDAC3,8841
216327_s_at,AF287892,SIGLEC8,27181
216328_at,AF287892,SIGLEC8,27181
216329_at,Z21967,,
216330_s_at,L14482,POU6F1,5463
216331_at,AK022548,ITGA7,3679
216332_at,L14482,POU6F1,5463
216333_x_at,M25813,TNXA /// TNXB,7146 /// 7148
216334_s_at,U22030,CYP2A7P1,1550
216336_x_at,AL031602,MT1E,4493
216337_at,L23852,,
216338_s_at,AK021433,YIPF3,25844
216339_s_at,AF086641,TNXA /// TNXB,7146 /// 7148
216340_s_at,U22044,CYP2A7P1,1550
216341_s_at,Z81148,GNRHR,2798
216342_x_at,AL121916,RPS4XP2 /// RPS4XP2,
216343_at,AF152509,,
216344_at,AL117405,NPHP4,261734
216345_at,AB020720,ZSWIM8,23053
216346_at,AC004832,SEC14L3,266629
216347_s_at,AK023188,PPP1R13B,23368
216348_at,AL049693,RPS17P5 /// RPS17P5,
216349_at,AL136527,DGKH,160851
216350_s_at,X52332,ZNF10,7556
216351_x_at,AF248483,DAZ1 /// DAZ2 /// DAZ3 /// DAZ4,1617 /// 57054 /// 57055 /// 57135
216352_x_at,AF152509,PCDHGA3,56112
216353_s_at,AL121582,RNF11B,
216354_at,AL031669,,
216355_at,AF152527,,
216356_x_at,AB018277,BAIAP3,8938
216357_at,AL050148,SNX1,6642
216358_at,AL137010,SMARCE1P2 /// SMARCE1P2,
216359_at,L13283,MUC7,4589
216360_x_at,AK000238,RRP12,23223
216361_s_at,AJ251844,KAT6A,7994
216362_at,AJ251844,,
216363_at,S73614,,
216364_s_at,AJ001550,AFF2,2334
216365_x_at,AF047245,CKAP2 /// IGLJ3 /// IGLV3-19 /// IGLV3-19,26586 /// 28831
216366_x_at,AF047245,,
216367_at,U02520,COL4A3,1285
216368_s_at,U02520,COL4A3,1285
216369_at,AF203728,,
216370_s_at,Z49258,TKTL1,8277
216371_at,AF103295,,
216372_at,AF103295,,
216373_at,AF189251,TAPT1,202018
216374_at,AC006986,TSPY13P /// TSPY13P,
216375_s_at,X76184,ETV5,2119
216376_x_at,AC006371,KALP /// KALP,
216377_x_at,X07247,ALPPL2,251
216378_at,AF168811,,
216379_x_at,AK000168,CD24,100133941
216380_x_at,AC005011,GS1-111G14.1,
216381_x_at,AL035413,AKR7A3,22977
216382_s_at,U80756,,
216383_at,U52111,RPL18AP16 /// RPL18AP16,
216384_x_at,AF257099,LOC100506248 /// LOC728026 /// MIR1244-1 /// MIR1244-2 /// MIR1244-3 /// PTMA,5757 /// 728026 /// 100302285 /// 100422872 /// 100422885 /// 100506248
216385_at,AF229166,LOC220077,220077
216386_at,AF229166,LOC220077,220077
216387_x_at,AL353580,NPM1P22 /// NPM1P22,
216388_s_at,U33448,LTB4R,1241
216389_s_at,AF283773,DCAF11,80344
216390_at,X06537,LCAT,3931
216391_s_at,AF126749,KLHL1,57626
216392_s_at,AK021846,SEC23IP,11196
216393_at,AL049938,C10orf12,26148
216394_x_at,AF043586,,
216395_at,AL137434,FBXL18,80028
216396_s_at,AF131850,EI24,9538
216397_s_at,AK024840,BOP1 /// MIR7112,23246 /// 102465906
216398_at,U05255,GYPB,2994
216399_s_at,AK025663,SCAPER,49855
216400_at,M18917,GBAP1 /// LOC100510710,2630 /// 100510710
216401_x_at,AJ408433,IGKV1-37 /// IGKV1-37 /// IGKV1D-37 /// IGKV1D-37,
216402_at,AC004832,SEC14L4,284904
216403_at,AL163533,SP3P,160824
216404_at,AF126749,ATXN8OS,6315
216405_at,M14087,,
216406_at,AL390237,RP11-278J20.2,
216407_at,U25801,VAC14,55697
216408_at,AJ302584,OR2B2,81697
216409_at,AL390168,ACSL6,23305
216410_at,AL137181,CNN3P1 /// CNN3P1,
216411_s_at,AK023699,GALK2,2585
216412_x_at,AF043584,CKAP2 /// IGLC1 /// IGLV1-40 /// IGLV1-40 /// IGLV1-50 /// IGLV1-50,3537 /// 26586
216413_at,AL139112,CYCSP44 /// GS1-103B18.1,
216414_at,AL136094,HMGB3P19 /// HMGB3P19,
216415_at,AK026793,DNAH3,55567
216416_at,AK027254,,
216417_x_at,X16172,HOXB9,3219
216418_at,AL133173,ABCD1P2 /// ABCD1P2,
216419_at,AK026910,CROCC,9696
216420_at,AL359954,TARDBPP1 /// TARDBPP1,
216421_at,AL121886,RPL27AP /// RPL27AP,
216422_at,AL136460,PA2G4P2 /// PA2G4P2,
216423_at,AK026694,,
216424_at,S79267,CD4,920
216425_at,AK026465,,
216426_at,AL136318,TCEB1P3 /// TCEB1P3,
216427_at,AK026439,,
216428_x_at,AK024467,KIR3DX1,90011
216429_at,AK025422,,
216430_x_at,AF043586,IGLV1-44,28823
216431_at,AK025363,,
216432_at,AK025121,SLC28A2,9153
216433_s_at,U23736,PRDM2,7799
216434_at,AK025188,TTC38,55020
216435_at,AK025177,MAP2K5,5607
216436_at,AK025026,PIK3R4,30849
216437_at,AK024949,,
216438_s_at,AL133228,TMSB4X,7114
216439_at,AK024904,TNK2,10188
216440_at,AK024868,,
216441_at,AK025573,,
216442_x_at,AK026737,FN1,2335
216443_at,AK024615,,
216444_at,AK024138,,
216445_at,U23736,,
216446_at,AK024568,,
216447_at,AK024525,,
216448_at,AK022686,,
216449_x_at,AK025862,HSP90B1,7184
216450_x_at,AK025862,HSP90B1,7184
216451_at,AF034187,STK38,11329
216452_at,AB046836,TRPM3,80036
216453_at,AL359578,ZNF287,57336
216454_at,AL390133,TRMT1,55621
216455_at,AK024457,,
216456_at,AL162044,,
216457_s_at,AK026080,SF3A1,10291
216458_at,AL161956,PQLC3,130814
216459_x_at,AL137624,DDR1-AS1,414771
216460_at,AK024457,LOC101927181,101927181
216461_at,AK000834,,
216462_at,X79200,,
216463_at,AL117520,,
216464_x_at,AF118265,PTGDR2,11251
216465_at,AL110206,,
216466_at,AL080104,NAV3,89795
216467_s_at,AL049997,,
216468_s_at,AC006539,ZNF682,91120
216469_at,AL163202,LOC102725136 /// LOC441666,441666 /// 102725136
216470_x_at,AF009664,PRSS2,5645
216471_x_at,X79200,SSX2 /// SSX2B,6757 /// 727837
216472_at,AF003737,,
216473_x_at,D38024,DBET /// DUX4 /// DUX4L1 /// DUX4L2 /// DUX4L24 /// DUX4L3 /// DUX4L4 /// DUX4L5 /// DUX4L6 /// DUX4L7 /// DUX4L8 /// LOC100288289 /// LOC100291626 /// LOC652301,22947 /// 26583 /// 441056 /// 652301 /// 653543 /// 653544 /// 653545 /// 653548 /// 728410 /// 100288289 /// 100288687 /// 100291626 /// 100419743 /// 102723449
216474_x_at,AF206667,TPSAB1 /// TPSB2,7177 /// 64499
216475_at,AL133269,TUBB4BP7 /// TUBB4BP7,
216476_at,AL353580,OR7E111P /// OR7E111P,
216477_at,AL157837,RPL23AP22 /// RPL23AP22,
216478_at,AL049252,,
216479_at,AL356414,RPL21 /// RPL21P28 /// SNORA27 /// SNORD102,6144 /// 26771 /// 619499 /// 100131205
216480_x_at,AF060927,MLLT10,8028
216481_at,AF052177,GRIP2,80852
216482_x_at,X65232,ZNF79,7633
216483_s_at,AC005339,C19orf10,56005
216484_x_at,L24521,,
216485_s_at,AF206667,TPSAB1,7177
216486_x_at,X65232,ZNF79,7633
216487_at,AL049988,,
216488_s_at,AL161996,ATP11A,23250
216489_at,AB046836,LOC101927086,101927086
216490_x_at,AL133267,RPLP2P1 /// RPLP2P1,
216491_x_at,U80139,IGHM,3507
216492_at,AK024467,KIR3DX1,90011
216493_s_at,AL023775,IGF2BP3,10643
216494_at,AL023775,RP3-497J21.1,
216495_x_at,AF043584,,
216496_s_at,AK021988,,
216497_at,AL390738,,
216498_at,AL390026,RP3-336K20__B.2,
216499_at,AL137590,LOC102723620,102723620
216500_at,M14087,,
216501_at,U25801,VAC14,55697
216502_at,AL096734,ISG20L2,81875
216503_s_at,AF060927,MLLT10,8028
216504_s_at,AL049963,SLC39A8,64116
216505_x_at,AL118502,RPS10L,
216506_x_at,AF060938,MLLT10,8028
216507_at,AF189251,TAPT1,202018
216508_x_at,AC007277,HMGB1P4 /// HMGB1P4,
216509_x_at,AF060938,MLLT10,8028
216510_x_at,AB035175,IGHA1 /// IGHG1 /// IGHM /// IGHV3-23 /// IGHV4-31,3493 /// 3500 /// 3507 /// 28396 /// 28442
216511_s_at,AJ270770,TCF7L2,6934
216512_s_at,AL139318,DCT,1638
216513_at,AL139318,DCT,1638
216514_at,AF203728,,
216515_x_at,AL121585,MIR1244-3,100422872
216516_at,AL080315,RP1-6P5.2,
216517_at,Z00008,IGKC,3514
216518_at,AL049260,,
216519_s_at,AK021923,PROSC,11212
216520_s_at,AF072098,LOC101928826 /// TPT1,7178 /// 101928826
216521_s_at,S72931,BRCC3,79184
216522_at,AL133267,OR2B6,26212
216524_x_at,AL049260,,
216525_x_at,D38437,PMS2P3,5387
216526_x_at,AK024836,HLA-C,3107
216527_at,AL049252,HCG18,414777
216528_at,AL049244,,
216529_at,AL049244,,
216530_at,AL137435,,
216531_at,U73479,MBTPS2 /// YY2,51360 /// 404281
216532_x_at,AL138831,RP3-406P24.1,
216533_at,AL122056,PCCA,5095
216534_at,AL110223,,
216535_at,AL050219,CADM3,57863
216536_at,AC006271,OR7E19P,26651
216537_s_at,AJ130713,SIGLEC7,27036
216538_at,AL049351,,
216539_at,AB050195,ATXN3L,92552
216540_at,X61072,YME1L1,10730
216541_x_at,AJ275397,IGHG1 /// IGHM,3500 /// 3507
216542_x_at,AJ275355,IGHA1 /// IGHG1 /// IGHM,3493 /// 3500 /// 3507
216543_at,AB050195,GS1-600G8.3,100093698
216544_at,AC007320,LOC100652931 /// RBMY2FP,159162 /// 100652931
216545_at,AL049710,GOT2P1 /// GOT2P1,
216546_s_at,AJ251847,CHI3L1,1116
216547_at,AL353681,RP4-710M16.1,
216548_x_at,AL049709,HMGB3P1,128872
216549_s_at,AL096712,TBC1D22B,55633
216550_x_at,X80821,ANKRD12,23253
216551_x_at,AL110247,PLCG1,5335
216552_x_at,AF135564,KIR2DS4,3809
216553_x_at,AL121890,LOC102724905,102724905
216554_s_at,U88968,ENO1,2023
216555_at,AK026712,PRR14L,253143
216556_x_at,AL135926,SUMO1P2 /// SUMO1P2,
216557_x_at,U92706,IGHA1 /// IGHD /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31,3493 /// 3495 /// 3500 /// 3502 /// 3507 /// 28396
216558_x_at,AF044595,IGHA1 /// IGHD /// IGHG1 /// IGHG2 /// IGHG3 /// IGHM /// IGHV4-31,3493 /// 3495 /// 3500 /// 3501 /// 3502 /// 3507 /// 28396
216559_x_at,AL050348,HNRNPA1P3 /// HNRNPA1P3,
216560_x_at,D87021,IGLC1 /// IGLV3-10 /// IGLV3-10,3537
216561_x_at,AF032454,SOX5P /// SOX5P,
216562_at,AL121777,SRMP1 /// SRMP1,
216563_at,X80821,ANKRD12,23253
216564_at,AC003989,AC003989.4,
216565_x_at,AL121994,RP4-781L3.1,
216566_at,D84140,,
216567_at,L41657,,
216568_x_at,Z83821,,
216569_at,U72237,FABP3P2 /// FABP3P2,
216570_x_at,AL096829,RP4-595K12.1,
216571_at,M81780,,
216572_at,AF315075,FOXL1,2300
216573_at,X84340,IGLV1-44,28823
216574_s_at,J04742,RPE /// RPEL1,6120 /// 729020
216575_at,AL035604,HMGB1P17 /// HMGB1P17,
216576_x_at,AF103529,IGK /// IGKC,3514 /// 50802
216577_at,AL049690,RPS11P1 /// RPS11P1,
216578_at,AF009660,TRBV5-2 /// TRBV5-2,
216579_at,AL121988,GJB4,127534
216580_at,AL049545,RP1-263J7.1 /// RPL7P27,
216581_at,AL022068,KRT18P38 /// KRT18P38,
216582_at,AL021808,POM121L2,94026
216583_x_at,AC004079,NHP2P2 /// NHP2P2,
216584_at,AL031291,UBE2V2P3 /// UBE2V2P3,
216585_at,AL031777,HIST1H2APS4 /// HIST1H2APS4,
216586_at,X92986,,
216587_s_at,AL121749,FZD8 /// MIR4683,8325 /// 100616500
216588_at,AL031577,RP3-391O22.2 /// RPL7P25,
216589_at,AL031276,RP5-1118D24.2,
216590_at,AC004862,GNAT3,346562
216591_s_at,AF080579,SDHC,6391
216592_at,AL022152,MAGEC3,139081
216593_s_at,AB000359,PIGC,5279
216594_x_at,S68290,AKR1C1,1645
216595_at,AL049983,FAM186A,121006
216596_at,AL117445,DKFZP434L187,26082
216597_at,U66059,PRSS3P3,
216598_s_at,S69738,CCL2,6347
216599_x_at,AJ271205,SLC22A6,9356
216600_x_at,AK026411,ALDOB,229
216601_at,AF047485,AOC4P,90586
216602_s_at,AD000092,FARSA,2193
216603_at,AL365343,SLC7A8,23428
216604_s_at,AL365343,SLC7A8,23428
216605_s_at,AC005626,CEACAM21,90273
216606_x_at,AL050332,LYPLA2,11313
216607_s_at,U40053,CYP51A1 /// LRRD1,1595 /// 401387
216608_at,AL080191,DKFZP434A062,26102
216609_at,AF065241,TXN,7295
216610_at,AB022847,SLC6A2,6530
216611_s_at,AB022847,SLC6A2,6530
216612_x_at,AK021988,,
216613_at,AL050042,,
216614_at,AL049988,,
216615_s_at,AJ005205,HTR3A,3359
216616_at,AL137428,,
216617_s_at,X98405,MAG,4099
216618_at,AL117520,,
216619_at,AL080161,GTPBP10 /// LOC101927446,85865 /// 101927446
216620_s_at,AF009205,ARHGEF10,9639
216621_at,AL050032,,
216622_at,AF029325,LAMB4,22798
216623_x_at,AK025084,TOX3,27324
216624_s_at,Z69744,KMT2A,4297
216625_at,AL050032,,
216626_at,AL050026,,
216627_s_at,U10473,B4GALT1,2683
216628_at,AL117447,,
216629_at,AC004493,SRRM2,23524
216630_at,AL110190,,
216631_s_at,X01634,HLA-DPA2 /// HLA-DPA2,
216632_at,AL080104,NAV3,89795
216633_s_at,AK022610,PLCH1,23007
216634_at,AK022610,PLCH1,23007
216635_at,AL050043,,
216636_at,AL050043,,
216637_at,AL117447,,
216638_s_at,S78505,PRLR,5618
216639_at,AL110206,SRPX2,27286
216640_s_at,AK026926,PDIA6,10130
216641_s_at,U58994,LAD1,3898
216642_at,AL110190,,
216643_at,D25272,,
216644_at,AK000185,,
216645_at,AL117663,,
216646_at,L11372,DSCC1,79075
216647_at,AL117663,TCF3,6929
216648_s_at,AF072826,RREB1,6239
216649_at,AF072826,RREB1,6239
216650_at,AL008627,RP1-130G2.1,
216651_s_at,X69936,GAD2,2572
216652_s_at,AL137673,DR1,1810
216653_at,AL137673,DR1,1810
216654_at,X71923,TNXB,7148
216655_s_at,AF041811,,
216656_at,AF041811,,
216657_at,U63332,ATXN3,4287
216658_at,AK000185,,
216659_at,J00146,LOC1720,1720
216660_at,AK000145,MYO7B,4648
216661_x_at,M15331,CYP2C9,1559
216662_at,AK000145,MYO7B,4648
216663_s_at,AC002481,ZMYND10,51364
216664_at,AL133618,LOC101929148,101929148
216665_s_at,AL133618,LOC101929148,101929148
216666_at,AK000645,LOC93432,93432
216667_at,X55989,ECRP,643332
216668_at,U63542,PABPC1P1 /// PABPC1P1,
216669_at,AK000293,,
216670_at,AL050220,KLK13,26085
216671_x_at,U14383,MUC8,100129528
216672_s_at,AL133024,MYT1L,23040
216673_at,AF000990,TTTY1 /// TTTY1B,50858 /// 100101116
216674_at,AL031848,HES2,54626
216675_at,AK000834,,
216676_x_at,AC006293,KIR3DL3,115653
216677_at,U20648,,
216678_at,AK000773,IFT122,55764
216679_at,AL137624,DDR1-AS1,414771
216680_s_at,BC004264,EPHB4,2050
216681_at,AK000353,,
216682_s_at,AK021457,SUPT20H,55578
216683_at,AL353949,,
216684_s_at,AF257501,SS18,6760
216685_s_at,AF216650,MTAP,4507
216686_at,AL137717,ANKRD36BP2,645784
216687_x_at,U06641,UGT2B15,7366
216688_at,AL137495,,
216689_x_at,U62794,ARHGAP1,392
216690_at,AC005255,OR7C1,26664
216691_at,AL137705,,
216692_at,AL137428,,
216693_x_at,AL133102,HDGFRP3,50810
216694_at,AL161956,,
216695_s_at,AF082559,TNKS,8658
216696_s_at,U95090,PRODH2,58510
216697_at,AL161955,TRIO,7204
216698_x_at,AF065854,OR7E12P,10821
216699_s_at,L10038,KLK1,3816
216700_at,AL161955,TRIO,7204
216701_at,AF005081,C1orf68,100129271
216702_x_at,U82303,,
216703_at,AL162040,,
216704_at,AL353949,,
